dt_abertura;Semana;Ano;Mes;Dia;CurYTDFlag;LastYTDFlag;MesAno;Trimestre;SemanaAno;DiaSemana
08/11/1942;46;1942;nov;8;0;0;nov-1942;4º Trimestre;46-1942;dom
09/11/1942;46;1942;nov;9;0;0;nov-1942;4º Trimestre;46-1942;seg
10/11/1942;46;1942;nov;10;0;0;nov-1942;4º Trimestre;46-1942;ter
11/11/1942;46;1942;nov;11;0;0;nov-1942;4º Trimestre;46-1942;qua
12/11/1942;46;1942;nov;12;0;0;nov-1942;4º Trimestre;46-1942;qui
13/11/1942;46;1942;nov;13;0;0;nov-1942;4º Trimestre;46-1942;sex
14/11/1942;46;1942;nov;14;0;0;nov-1942;4º Trimestre;46-1942;sáb
15/11/1942;47;1942;nov;15;0;0;nov-1942;4º Trimestre;47-1942;dom
16/11/1942;47;1942;nov;16;0;0;nov-1942;4º Trimestre;47-1942;seg
17/11/1942;47;1942;nov;17;0;0;nov-1942;4º Trimestre;47-1942;ter
18/11/1942;47;1942;nov;18;0;0;nov-1942;4º Trimestre;47-1942;qua
19/11/1942;47;1942;nov;19;0;0;nov-1942;4º Trimestre;47-1942;qui
20/11/1942;47;1942;nov;20;0;0;nov-1942;4º Trimestre;47-1942;sex
21/11/1942;47;1942;nov;21;0;0;nov-1942;4º Trimestre;47-1942;sáb
22/11/1942;48;1942;nov;22;0;0;nov-1942;4º Trimestre;48-1942;dom
23/11/1942;48;1942;nov;23;0;0;nov-1942;4º Trimestre;48-1942;seg
24/11/1942;48;1942;nov;24;0;0;nov-1942;4º Trimestre;48-1942;ter
25/11/1942;48;1942;nov;25;0;0;nov-1942;4º Trimestre;48-1942;qua
26/11/1942;48;1942;nov;26;0;0;nov-1942;4º Trimestre;48-1942;qui
27/11/1942;48;1942;nov;27;0;0;nov-1942;4º Trimestre;48-1942;sex
28/11/1942;48;1942;nov;28;0;0;nov-1942;4º Trimestre;48-1942;sáb
29/11/1942;49;1942;nov;29;0;0;nov-1942;4º Trimestre;49-1942;dom
30/11/1942;49;1942;nov;30;0;0;nov-1942;4º Trimestre;49-1942;seg
01/12/1942;49;1942;dez;1;0;0;dez-1942;4º Trimestre;49-1942;ter
02/12/1942;49;1942;dez;2;0;0;dez-1942;4º Trimestre;49-1942;qua
03/12/1942;49;1942;dez;3;0;0;dez-1942;4º Trimestre;49-1942;qui
04/12/1942;49;1942;dez;4;0;0;dez-1942;4º Trimestre;49-1942;sex
05/12/1942;49;1942;dez;5;0;0;dez-1942;4º Trimestre;49-1942;sáb
06/12/1942;50;1942;dez;6;0;0;dez-1942;4º Trimestre;50-1942;dom
07/12/1942;50;1942;dez;7;0;0;dez-1942;4º Trimestre;50-1942;seg
08/12/1942;50;1942;dez;8;0;0;dez-1942;4º Trimestre;50-1942;ter
09/12/1942;50;1942;dez;9;0;0;dez-1942;4º Trimestre;50-1942;qua
10/12/1942;50;1942;dez;10;0;0;dez-1942;4º Trimestre;50-1942;qui
11/12/1942;50;1942;dez;11;0;0;dez-1942;4º Trimestre;50-1942;sex
12/12/1942;50;1942;dez;12;0;0;dez-1942;4º Trimestre;50-1942;sáb
13/12/1942;51;1942;dez;13;0;0;dez-1942;4º Trimestre;51-1942;dom
14/12/1942;51;1942;dez;14;0;0;dez-1942;4º Trimestre;51-1942;seg
15/12/1942;51;1942;dez;15;0;0;dez-1942;4º Trimestre;51-1942;ter
16/12/1942;51;1942;dez;16;0;0;dez-1942;4º Trimestre;51-1942;qua
17/12/1942;51;1942;dez;17;0;0;dez-1942;4º Trimestre;51-1942;qui
18/12/1942;51;1942;dez;18;0;0;dez-1942;4º Trimestre;51-1942;sex
19/12/1942;51;1942;dez;19;0;0;dez-1942;4º Trimestre;51-1942;sáb
20/12/1942;52;1942;dez;20;0;0;dez-1942;4º Trimestre;52-1942;dom
21/12/1942;52;1942;dez;21;0;0;dez-1942;4º Trimestre;52-1942;seg
22/12/1942;52;1942;dez;22;0;0;dez-1942;4º Trimestre;52-1942;ter
23/12/1942;52;1942;dez;23;0;0;dez-1942;4º Trimestre;52-1942;qua
24/12/1942;52;1942;dez;24;0;0;dez-1942;4º Trimestre;52-1942;qui
25/12/1942;52;1942;dez;25;0;0;dez-1942;4º Trimestre;52-1942;sex
26/12/1942;52;1942;dez;26;0;0;dez-1942;4º Trimestre;52-1942;sáb
27/12/1942;53;1942;dez;27;0;0;dez-1942;4º Trimestre;53-1942;dom
28/12/1942;53;1942;dez;28;0;0;dez-1942;4º Trimestre;53-1942;seg
29/12/1942;53;1942;dez;29;0;0;dez-1942;4º Trimestre;53-1942;ter
30/12/1942;53;1942;dez;30;0;0;dez-1942;4º Trimestre;53-1942;qua
31/12/1942;53;1942;dez;31;0;0;dez-1942;4º Trimestre;53-1942;qui
01/01/1943;1;1943;jan;1;0;0;jan-1943;1º Trimestre;53-1942;sex
02/01/1943;1;1943;jan;2;0;0;jan-1943;1º Trimestre;53-1942;sáb
03/01/1943;2;1943;jan;3;0;0;jan-1943;1º Trimestre;2-1942;dom
04/01/1943;2;1943;jan;4;0;0;jan-1943;1º Trimestre;2-1943;seg
05/01/1943;2;1943;jan;5;0;0;jan-1943;1º Trimestre;2-1943;ter
06/01/1943;2;1943;jan;6;0;0;jan-1943;1º Trimestre;2-1943;qua
07/01/1943;2;1943;jan;7;0;0;jan-1943;1º Trimestre;2-1943;qui
08/01/1943;2;1943;jan;8;0;0;jan-1943;1º Trimestre;2-1943;sex
09/01/1943;2;1943;jan;9;0;0;jan-1943;1º Trimestre;2-1943;sáb
10/01/1943;3;1943;jan;10;0;0;jan-1943;1º Trimestre;3-1943;dom
11/01/1943;3;1943;jan;11;0;0;jan-1943;1º Trimestre;3-1943;seg
12/01/1943;3;1943;jan;12;0;0;jan-1943;1º Trimestre;3-1943;ter
13/01/1943;3;1943;jan;13;0;0;jan-1943;1º Trimestre;3-1943;qua
14/01/1943;3;1943;jan;14;0;0;jan-1943;1º Trimestre;3-1943;qui
15/01/1943;3;1943;jan;15;0;0;jan-1943;1º Trimestre;3-1943;sex
16/01/1943;3;1943;jan;16;0;0;jan-1943;1º Trimestre;3-1943;sáb
17/01/1943;4;1943;jan;17;0;0;jan-1943;1º Trimestre;4-1943;dom
18/01/1943;4;1943;jan;18;0;0;jan-1943;1º Trimestre;4-1943;seg
19/01/1943;4;1943;jan;19;0;0;jan-1943;1º Trimestre;4-1943;ter
20/01/1943;4;1943;jan;20;0;0;jan-1943;1º Trimestre;4-1943;qua
21/01/1943;4;1943;jan;21;0;0;jan-1943;1º Trimestre;4-1943;qui
22/01/1943;4;1943;jan;22;0;0;jan-1943;1º Trimestre;4-1943;sex
23/01/1943;4;1943;jan;23;0;0;jan-1943;1º Trimestre;4-1943;sáb
24/01/1943;5;1943;jan;24;0;0;jan-1943;1º Trimestre;5-1943;dom
25/01/1943;5;1943;jan;25;0;0;jan-1943;1º Trimestre;5-1943;seg
26/01/1943;5;1943;jan;26;0;0;jan-1943;1º Trimestre;5-1943;ter
27/01/1943;5;1943;jan;27;0;0;jan-1943;1º Trimestre;5-1943;qua
28/01/1943;5;1943;jan;28;0;0;jan-1943;1º Trimestre;5-1943;qui
29/01/1943;5;1943;jan;29;0;0;jan-1943;1º Trimestre;5-1943;sex
30/01/1943;5;1943;jan;30;0;0;jan-1943;1º Trimestre;5-1943;sáb
31/01/1943;6;1943;jan;31;0;0;jan-1943;1º Trimestre;6-1943;dom
01/02/1943;6;1943;fev;1;0;0;fev-1943;1º Trimestre;6-1943;seg
02/02/1943;6;1943;fev;2;0;0;fev-1943;1º Trimestre;6-1943;ter
03/02/1943;6;1943;fev;3;0;0;fev-1943;1º Trimestre;6-1943;qua
04/02/1943;6;1943;fev;4;0;0;fev-1943;1º Trimestre;6-1943;qui
05/02/1943;6;1943;fev;5;0;0;fev-1943;1º Trimestre;6-1943;sex
06/02/1943;6;1943;fev;6;0;0;fev-1943;1º Trimestre;6-1943;sáb
07/02/1943;7;1943;fev;7;0;0;fev-1943;1º Trimestre;7-1943;dom
08/02/1943;7;1943;fev;8;0;0;fev-1943;1º Trimestre;7-1943;seg
09/02/1943;7;1943;fev;9;0;0;fev-1943;1º Trimestre;7-1943;ter
10/02/1943;7;1943;fev;10;0;0;fev-1943;1º Trimestre;7-1943;qua
11/02/1943;7;1943;fev;11;0;0;fev-1943;1º Trimestre;7-1943;qui
12/02/1943;7;1943;fev;12;0;0;fev-1943;1º Trimestre;7-1943;sex
13/02/1943;7;1943;fev;13;0;0;fev-1943;1º Trimestre;7-1943;sáb
14/02/1943;8;1943;fev;14;0;0;fev-1943;1º Trimestre;8-1943;dom
15/02/1943;8;1943;fev;15;0;0;fev-1943;1º Trimestre;8-1943;seg
16/02/1943;8;1943;fev;16;0;0;fev-1943;1º Trimestre;8-1943;ter
17/02/1943;8;1943;fev;17;0;0;fev-1943;1º Trimestre;8-1943;qua
18/02/1943;8;1943;fev;18;0;0;fev-1943;1º Trimestre;8-1943;qui
19/02/1943;8;1943;fev;19;0;0;fev-1943;1º Trimestre;8-1943;sex
20/02/1943;8;1943;fev;20;0;0;fev-1943;1º Trimestre;8-1943;sáb
21/02/1943;9;1943;fev;21;0;0;fev-1943;1º Trimestre;9-1943;dom
22/02/1943;9;1943;fev;22;0;0;fev-1943;1º Trimestre;9-1943;seg
23/02/1943;9;1943;fev;23;0;0;fev-1943;1º Trimestre;9-1943;ter
24/02/1943;9;1943;fev;24;0;0;fev-1943;1º Trimestre;9-1943;qua
25/02/1943;9;1943;fev;25;0;0;fev-1943;1º Trimestre;9-1943;qui
26/02/1943;9;1943;fev;26;0;0;fev-1943;1º Trimestre;9-1943;sex
27/02/1943;9;1943;fev;27;0;0;fev-1943;1º Trimestre;9-1943;sáb
28/02/1943;10;1943;fev;28;0;0;fev-1943;1º Trimestre;10-1943;dom
01/03/1943;10;1943;mar;1;0;0;mar-1943;1º Trimestre;10-1943;seg
02/03/1943;10;1943;mar;2;0;0;mar-1943;1º Trimestre;10-1943;ter
03/03/1943;10;1943;mar;3;0;0;mar-1943;1º Trimestre;10-1943;qua
04/03/1943;10;1943;mar;4;0;0;mar-1943;1º Trimestre;10-1943;qui
05/03/1943;10;1943;mar;5;0;0;mar-1943;1º Trimestre;10-1943;sex
06/03/1943;10;1943;mar;6;0;0;mar-1943;1º Trimestre;10-1943;sáb
07/03/1943;11;1943;mar;7;0;0;mar-1943;1º Trimestre;11-1943;dom
08/03/1943;11;1943;mar;8;0;0;mar-1943;1º Trimestre;11-1943;seg
09/03/1943;11;1943;mar;9;0;0;mar-1943;1º Trimestre;11-1943;ter
10/03/1943;11;1943;mar;10;0;0;mar-1943;1º Trimestre;11-1943;qua
11/03/1943;11;1943;mar;11;0;0;mar-1943;1º Trimestre;11-1943;qui
12/03/1943;11;1943;mar;12;0;0;mar-1943;1º Trimestre;11-1943;sex
13/03/1943;11;1943;mar;13;0;0;mar-1943;1º Trimestre;11-1943;sáb
14/03/1943;12;1943;mar;14;0;0;mar-1943;1º Trimestre;12-1943;dom
15/03/1943;12;1943;mar;15;0;0;mar-1943;1º Trimestre;12-1943;seg
16/03/1943;12;1943;mar;16;0;0;mar-1943;1º Trimestre;12-1943;ter
17/03/1943;12;1943;mar;17;0;0;mar-1943;1º Trimestre;12-1943;qua
18/03/1943;12;1943;mar;18;0;0;mar-1943;1º Trimestre;12-1943;qui
19/03/1943;12;1943;mar;19;0;0;mar-1943;1º Trimestre;12-1943;sex
20/03/1943;12;1943;mar;20;0;0;mar-1943;1º Trimestre;12-1943;sáb
21/03/1943;13;1943;mar;21;0;0;mar-1943;1º Trimestre;13-1943;dom
22/03/1943;13;1943;mar;22;0;0;mar-1943;1º Trimestre;13-1943;seg
23/03/1943;13;1943;mar;23;0;0;mar-1943;1º Trimestre;13-1943;ter
24/03/1943;13;1943;mar;24;0;0;mar-1943;1º Trimestre;13-1943;qua
25/03/1943;13;1943;mar;25;0;0;mar-1943;1º Trimestre;13-1943;qui
26/03/1943;13;1943;mar;26;0;0;mar-1943;1º Trimestre;13-1943;sex
27/03/1943;13;1943;mar;27;0;0;mar-1943;1º Trimestre;13-1943;sáb
28/03/1943;14;1943;mar;28;0;0;mar-1943;1º Trimestre;14-1943;dom
29/03/1943;14;1943;mar;29;0;0;mar-1943;1º Trimestre;14-1943;seg
30/03/1943;14;1943;mar;30;0;0;mar-1943;1º Trimestre;14-1943;ter
31/03/1943;14;1943;mar;31;0;0;mar-1943;1º Trimestre;14-1943;qua
01/04/1943;14;1943;abr;1;0;0;abr-1943;2º Trimestre;14-1943;qui
02/04/1943;14;1943;abr;2;0;0;abr-1943;2º Trimestre;14-1943;sex
03/04/1943;14;1943;abr;3;0;0;abr-1943;2º Trimestre;14-1943;sáb
04/04/1943;15;1943;abr;4;0;0;abr-1943;2º Trimestre;15-1943;dom
05/04/1943;15;1943;abr;5;0;0;abr-1943;2º Trimestre;15-1943;seg
06/04/1943;15;1943;abr;6;0;0;abr-1943;2º Trimestre;15-1943;ter
07/04/1943;15;1943;abr;7;0;0;abr-1943;2º Trimestre;15-1943;qua
08/04/1943;15;1943;abr;8;0;0;abr-1943;2º Trimestre;15-1943;qui
09/04/1943;15;1943;abr;9;0;0;abr-1943;2º Trimestre;15-1943;sex
10/04/1943;15;1943;abr;10;0;0;abr-1943;2º Trimestre;15-1943;sáb
11/04/1943;16;1943;abr;11;0;0;abr-1943;2º Trimestre;16-1943;dom
12/04/1943;16;1943;abr;12;0;0;abr-1943;2º Trimestre;16-1943;seg
13/04/1943;16;1943;abr;13;0;0;abr-1943;2º Trimestre;16-1943;ter
14/04/1943;16;1943;abr;14;0;0;abr-1943;2º Trimestre;16-1943;qua
15/04/1943;16;1943;abr;15;0;0;abr-1943;2º Trimestre;16-1943;qui
16/04/1943;16;1943;abr;16;0;0;abr-1943;2º Trimestre;16-1943;sex
17/04/1943;16;1943;abr;17;0;0;abr-1943;2º Trimestre;16-1943;sáb
18/04/1943;17;1943;abr;18;0;0;abr-1943;2º Trimestre;17-1943;dom
19/04/1943;17;1943;abr;19;0;0;abr-1943;2º Trimestre;17-1943;seg
20/04/1943;17;1943;abr;20;0;0;abr-1943;2º Trimestre;17-1943;ter
21/04/1943;17;1943;abr;21;0;0;abr-1943;2º Trimestre;17-1943;qua
22/04/1943;17;1943;abr;22;0;0;abr-1943;2º Trimestre;17-1943;qui
23/04/1943;17;1943;abr;23;0;0;abr-1943;2º Trimestre;17-1943;sex
24/04/1943;17;1943;abr;24;0;0;abr-1943;2º Trimestre;17-1943;sáb
25/04/1943;18;1943;abr;25;0;0;abr-1943;2º Trimestre;18-1943;dom
26/04/1943;18;1943;abr;26;0;0;abr-1943;2º Trimestre;18-1943;seg
27/04/1943;18;1943;abr;27;0;0;abr-1943;2º Trimestre;18-1943;ter
28/04/1943;18;1943;abr;28;0;0;abr-1943;2º Trimestre;18-1943;qua
29/04/1943;18;1943;abr;29;0;0;abr-1943;2º Trimestre;18-1943;qui
30/04/1943;18;1943;abr;30;0;0;abr-1943;2º Trimestre;18-1943;sex
01/05/1943;18;1943;mai;1;0;0;mai-1943;2º Trimestre;18-1943;sáb
02/05/1943;19;1943;mai;2;0;0;mai-1943;2º Trimestre;19-1943;dom
03/05/1943;19;1943;mai;3;0;0;mai-1943;2º Trimestre;19-1943;seg
04/05/1943;19;1943;mai;4;0;0;mai-1943;2º Trimestre;19-1943;ter
05/05/1943;19;1943;mai;5;0;0;mai-1943;2º Trimestre;19-1943;qua
06/05/1943;19;1943;mai;6;0;0;mai-1943;2º Trimestre;19-1943;qui
07/05/1943;19;1943;mai;7;0;0;mai-1943;2º Trimestre;19-1943;sex
08/05/1943;19;1943;mai;8;0;0;mai-1943;2º Trimestre;19-1943;sáb
09/05/1943;20;1943;mai;9;0;0;mai-1943;2º Trimestre;20-1943;dom
10/05/1943;20;1943;mai;10;0;0;mai-1943;2º Trimestre;20-1943;seg
11/05/1943;20;1943;mai;11;0;0;mai-1943;2º Trimestre;20-1943;ter
12/05/1943;20;1943;mai;12;0;0;mai-1943;2º Trimestre;20-1943;qua
13/05/1943;20;1943;mai;13;0;0;mai-1943;2º Trimestre;20-1943;qui
14/05/1943;20;1943;mai;14;0;0;mai-1943;2º Trimestre;20-1943;sex
15/05/1943;20;1943;mai;15;0;0;mai-1943;2º Trimestre;20-1943;sáb
16/05/1943;21;1943;mai;16;0;0;mai-1943;2º Trimestre;21-1943;dom
17/05/1943;21;1943;mai;17;0;0;mai-1943;2º Trimestre;21-1943;seg
18/05/1943;21;1943;mai;18;0;0;mai-1943;2º Trimestre;21-1943;ter
19/05/1943;21;1943;mai;19;0;0;mai-1943;2º Trimestre;21-1943;qua
20/05/1943;21;1943;mai;20;0;0;mai-1943;2º Trimestre;21-1943;qui
21/05/1943;21;1943;mai;21;0;0;mai-1943;2º Trimestre;21-1943;sex
22/05/1943;21;1943;mai;22;0;0;mai-1943;2º Trimestre;21-1943;sáb
23/05/1943;22;1943;mai;23;0;0;mai-1943;2º Trimestre;22-1943;dom
24/05/1943;22;1943;mai;24;0;0;mai-1943;2º Trimestre;22-1943;seg
25/05/1943;22;1943;mai;25;0;0;mai-1943;2º Trimestre;22-1943;ter
26/05/1943;22;1943;mai;26;0;0;mai-1943;2º Trimestre;22-1943;qua
27/05/1943;22;1943;mai;27;0;0;mai-1943;2º Trimestre;22-1943;qui
28/05/1943;22;1943;mai;28;0;0;mai-1943;2º Trimestre;22-1943;sex
29/05/1943;22;1943;mai;29;0;0;mai-1943;2º Trimestre;22-1943;sáb
30/05/1943;23;1943;mai;30;0;0;mai-1943;2º Trimestre;23-1943;dom
31/05/1943;23;1943;mai;31;0;0;mai-1943;2º Trimestre;23-1943;seg
01/06/1943;23;1943;jun;1;0;0;jun-1943;2º Trimestre;23-1943;ter
02/06/1943;23;1943;jun;2;0;0;jun-1943;2º Trimestre;23-1943;qua
03/06/1943;23;1943;jun;3;0;0;jun-1943;2º Trimestre;23-1943;qui
04/06/1943;23;1943;jun;4;0;0;jun-1943;2º Trimestre;23-1943;sex
05/06/1943;23;1943;jun;5;0;0;jun-1943;2º Trimestre;23-1943;sáb
06/06/1943;24;1943;jun;6;0;0;jun-1943;2º Trimestre;24-1943;dom
07/06/1943;24;1943;jun;7;0;0;jun-1943;2º Trimestre;24-1943;seg
08/06/1943;24;1943;jun;8;0;0;jun-1943;2º Trimestre;24-1943;ter
09/06/1943;24;1943;jun;9;0;0;jun-1943;2º Trimestre;24-1943;qua
10/06/1943;24;1943;jun;10;0;0;jun-1943;2º Trimestre;24-1943;qui
11/06/1943;24;1943;jun;11;0;0;jun-1943;2º Trimestre;24-1943;sex
12/06/1943;24;1943;jun;12;0;0;jun-1943;2º Trimestre;24-1943;sáb
13/06/1943;25;1943;jun;13;0;0;jun-1943;2º Trimestre;25-1943;dom
14/06/1943;25;1943;jun;14;0;0;jun-1943;2º Trimestre;25-1943;seg
15/06/1943;25;1943;jun;15;0;0;jun-1943;2º Trimestre;25-1943;ter
16/06/1943;25;1943;jun;16;0;0;jun-1943;2º Trimestre;25-1943;qua
17/06/1943;25;1943;jun;17;0;0;jun-1943;2º Trimestre;25-1943;qui
18/06/1943;25;1943;jun;18;0;0;jun-1943;2º Trimestre;25-1943;sex
19/06/1943;25;1943;jun;19;0;0;jun-1943;2º Trimestre;25-1943;sáb
20/06/1943;26;1943;jun;20;0;0;jun-1943;2º Trimestre;26-1943;dom
21/06/1943;26;1943;jun;21;0;0;jun-1943;2º Trimestre;26-1943;seg
22/06/1943;26;1943;jun;22;0;0;jun-1943;2º Trimestre;26-1943;ter
23/06/1943;26;1943;jun;23;0;0;jun-1943;2º Trimestre;26-1943;qua
24/06/1943;26;1943;jun;24;0;0;jun-1943;2º Trimestre;26-1943;qui
25/06/1943;26;1943;jun;25;0;0;jun-1943;2º Trimestre;26-1943;sex
26/06/1943;26;1943;jun;26;0;0;jun-1943;2º Trimestre;26-1943;sáb
27/06/1943;27;1943;jun;27;0;0;jun-1943;2º Trimestre;27-1943;dom
28/06/1943;27;1943;jun;28;0;0;jun-1943;2º Trimestre;27-1943;seg
29/06/1943;27;1943;jun;29;0;0;jun-1943;2º Trimestre;27-1943;ter
30/06/1943;27;1943;jun;30;0;0;jun-1943;2º Trimestre;27-1943;qua
01/07/1943;27;1943;jul;1;0;0;jul-1943;3º Trimestre;27-1943;qui
02/07/1943;27;1943;jul;2;0;0;jul-1943;3º Trimestre;27-1943;sex
03/07/1943;27;1943;jul;3;0;0;jul-1943;3º Trimestre;27-1943;sáb
04/07/1943;28;1943;jul;4;0;0;jul-1943;3º Trimestre;28-1943;dom
05/07/1943;28;1943;jul;5;0;0;jul-1943;3º Trimestre;28-1943;seg
06/07/1943;28;1943;jul;6;0;0;jul-1943;3º Trimestre;28-1943;ter
07/07/1943;28;1943;jul;7;0;0;jul-1943;3º Trimestre;28-1943;qua
08/07/1943;28;1943;jul;8;0;0;jul-1943;3º Trimestre;28-1943;qui
09/07/1943;28;1943;jul;9;0;0;jul-1943;3º Trimestre;28-1943;sex
10/07/1943;28;1943;jul;10;0;0;jul-1943;3º Trimestre;28-1943;sáb
11/07/1943;29;1943;jul;11;0;0;jul-1943;3º Trimestre;29-1943;dom
12/07/1943;29;1943;jul;12;0;0;jul-1943;3º Trimestre;29-1943;seg
13/07/1943;29;1943;jul;13;0;0;jul-1943;3º Trimestre;29-1943;ter
14/07/1943;29;1943;jul;14;0;0;jul-1943;3º Trimestre;29-1943;qua
15/07/1943;29;1943;jul;15;0;0;jul-1943;3º Trimestre;29-1943;qui
16/07/1943;29;1943;jul;16;0;0;jul-1943;3º Trimestre;29-1943;sex
17/07/1943;29;1943;jul;17;0;0;jul-1943;3º Trimestre;29-1943;sáb
18/07/1943;30;1943;jul;18;0;0;jul-1943;3º Trimestre;30-1943;dom
19/07/1943;30;1943;jul;19;0;0;jul-1943;3º Trimestre;30-1943;seg
20/07/1943;30;1943;jul;20;0;0;jul-1943;3º Trimestre;30-1943;ter
21/07/1943;30;1943;jul;21;0;0;jul-1943;3º Trimestre;30-1943;qua
22/07/1943;30;1943;jul;22;0;0;jul-1943;3º Trimestre;30-1943;qui
23/07/1943;30;1943;jul;23;0;0;jul-1943;3º Trimestre;30-1943;sex
24/07/1943;30;1943;jul;24;0;0;jul-1943;3º Trimestre;30-1943;sáb
25/07/1943;31;1943;jul;25;0;0;jul-1943;3º Trimestre;31-1943;dom
26/07/1943;31;1943;jul;26;0;0;jul-1943;3º Trimestre;31-1943;seg
27/07/1943;31;1943;jul;27;0;0;jul-1943;3º Trimestre;31-1943;ter
28/07/1943;31;1943;jul;28;0;0;jul-1943;3º Trimestre;31-1943;qua
29/07/1943;31;1943;jul;29;0;0;jul-1943;3º Trimestre;31-1943;qui
30/07/1943;31;1943;jul;30;0;0;jul-1943;3º Trimestre;31-1943;sex
31/07/1943;31;1943;jul;31;0;0;jul-1943;3º Trimestre;31-1943;sáb
01/08/1943;32;1943;ago;1;0;0;ago-1943;3º Trimestre;32-1943;dom
02/08/1943;32;1943;ago;2;0;0;ago-1943;3º Trimestre;32-1943;seg
03/08/1943;32;1943;ago;3;0;0;ago-1943;3º Trimestre;32-1943;ter
04/08/1943;32;1943;ago;4;0;0;ago-1943;3º Trimestre;32-1943;qua
05/08/1943;32;1943;ago;5;0;0;ago-1943;3º Trimestre;32-1943;qui
06/08/1943;32;1943;ago;6;0;0;ago-1943;3º Trimestre;32-1943;sex
07/08/1943;32;1943;ago;7;0;0;ago-1943;3º Trimestre;32-1943;sáb
08/08/1943;33;1943;ago;8;0;0;ago-1943;3º Trimestre;33-1943;dom
09/08/1943;33;1943;ago;9;0;0;ago-1943;3º Trimestre;33-1943;seg
10/08/1943;33;1943;ago;10;0;0;ago-1943;3º Trimestre;33-1943;ter
11/08/1943;33;1943;ago;11;0;0;ago-1943;3º Trimestre;33-1943;qua
12/08/1943;33;1943;ago;12;0;0;ago-1943;3º Trimestre;33-1943;qui
13/08/1943;33;1943;ago;13;0;0;ago-1943;3º Trimestre;33-1943;sex
14/08/1943;33;1943;ago;14;0;0;ago-1943;3º Trimestre;33-1943;sáb
15/08/1943;34;1943;ago;15;0;0;ago-1943;3º Trimestre;34-1943;dom
16/08/1943;34;1943;ago;16;0;0;ago-1943;3º Trimestre;34-1943;seg
17/08/1943;34;1943;ago;17;0;0;ago-1943;3º Trimestre;34-1943;ter
18/08/1943;34;1943;ago;18;0;0;ago-1943;3º Trimestre;34-1943;qua
19/08/1943;34;1943;ago;19;0;0;ago-1943;3º Trimestre;34-1943;qui
20/08/1943;34;1943;ago;20;0;0;ago-1943;3º Trimestre;34-1943;sex
21/08/1943;34;1943;ago;21;0;0;ago-1943;3º Trimestre;34-1943;sáb
22/08/1943;35;1943;ago;22;0;0;ago-1943;3º Trimestre;35-1943;dom
23/08/1943;35;1943;ago;23;0;0;ago-1943;3º Trimestre;35-1943;seg
24/08/1943;35;1943;ago;24;0;0;ago-1943;3º Trimestre;35-1943;ter
25/08/1943;35;1943;ago;25;0;0;ago-1943;3º Trimestre;35-1943;qua
26/08/1943;35;1943;ago;26;0;0;ago-1943;3º Trimestre;35-1943;qui
27/08/1943;35;1943;ago;27;0;0;ago-1943;3º Trimestre;35-1943;sex
28/08/1943;35;1943;ago;28;0;0;ago-1943;3º Trimestre;35-1943;sáb
29/08/1943;36;1943;ago;29;0;0;ago-1943;3º Trimestre;36-1943;dom
30/08/1943;36;1943;ago;30;0;0;ago-1943;3º Trimestre;36-1943;seg
31/08/1943;36;1943;ago;31;0;0;ago-1943;3º Trimestre;36-1943;ter
01/09/1943;36;1943;set;1;0;0;set-1943;3º Trimestre;36-1943;qua
02/09/1943;36;1943;set;2;0;0;set-1943;3º Trimestre;36-1943;qui
03/09/1943;36;1943;set;3;0;0;set-1943;3º Trimestre;36-1943;sex
04/09/1943;36;1943;set;4;0;0;set-1943;3º Trimestre;36-1943;sáb
05/09/1943;37;1943;set;5;0;0;set-1943;3º Trimestre;37-1943;dom
06/09/1943;37;1943;set;6;0;0;set-1943;3º Trimestre;37-1943;seg
07/09/1943;37;1943;set;7;0;0;set-1943;3º Trimestre;37-1943;ter
08/09/1943;37;1943;set;8;0;0;set-1943;3º Trimestre;37-1943;qua
09/09/1943;37;1943;set;9;0;0;set-1943;3º Trimestre;37-1943;qui
10/09/1943;37;1943;set;10;0;0;set-1943;3º Trimestre;37-1943;sex
11/09/1943;37;1943;set;11;0;0;set-1943;3º Trimestre;37-1943;sáb
12/09/1943;38;1943;set;12;0;0;set-1943;3º Trimestre;38-1943;dom
13/09/1943;38;1943;set;13;0;0;set-1943;3º Trimestre;38-1943;seg
14/09/1943;38;1943;set;14;0;0;set-1943;3º Trimestre;38-1943;ter
15/09/1943;38;1943;set;15;0;0;set-1943;3º Trimestre;38-1943;qua
16/09/1943;38;1943;set;16;0;0;set-1943;3º Trimestre;38-1943;qui
17/09/1943;38;1943;set;17;0;0;set-1943;3º Trimestre;38-1943;sex
18/09/1943;38;1943;set;18;0;0;set-1943;3º Trimestre;38-1943;sáb
19/09/1943;39;1943;set;19;0;0;set-1943;3º Trimestre;39-1943;dom
20/09/1943;39;1943;set;20;0;0;set-1943;3º Trimestre;39-1943;seg
21/09/1943;39;1943;set;21;0;0;set-1943;3º Trimestre;39-1943;ter
22/09/1943;39;1943;set;22;0;0;set-1943;3º Trimestre;39-1943;qua
23/09/1943;39;1943;set;23;0;0;set-1943;3º Trimestre;39-1943;qui
24/09/1943;39;1943;set;24;0;0;set-1943;3º Trimestre;39-1943;sex
25/09/1943;39;1943;set;25;0;0;set-1943;3º Trimestre;39-1943;sáb
26/09/1943;40;1943;set;26;0;0;set-1943;3º Trimestre;40-1943;dom
27/09/1943;40;1943;set;27;0;0;set-1943;3º Trimestre;40-1943;seg
