pk_cnae;nu_ordem_1;nu_ordem_2;nu_ordem_3;nu_ordem_4;nu_ordem_5;cd_ramo_atividade_1;cd_ramo_atividade_2;cd_ramo_atividade_3;cd_ramo_atividade_4;cd_ramo_atividade_5;de_ramo_atividade_1;de_ramo_atividade_2;de_ramo_atividade_3;de_ramo_atividade_4;de_ramo_atividade_5
1307;0;1;2;3;;4757100;4763601;4789001;6190699;;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO EXCETO INFORMATICA E COMUNICACAO;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;
3063;0;1;2;3;4;4322303;4330404;4399103;6202300;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO;OBRAS DE ALVENARIA;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
617;0;1;2;;;4751200;6190699;9511800;;;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;;
1284;0;1;2;;;4755502;4782202;4789001;;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;;
2089;0;1;2;3;4;4711302;4721102;4722901;4781400;5611203;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
619;0;1;2;3;;4530701;4669999;4672900;4689399;;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE PARTES E PECAS;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIARIOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;
1227;0;;;;;9319199;;;;;OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE;;;;
154;0;;;;;9499500;;;;;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;;;;
2093;0;1;2;3;4;4321500;4649402;4652400;4757100;8020001;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;COMERCIO ATACADISTA DE APARELHOS ELETRONICOS DE USO PESSOAL E DOMESTICO;COMERCIO ATACADISTA DE COMPONENTES ELETRONICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO EXCETO INFORMATICA E COMUNICACAO;INSTALACAO E MANUTENCAO ELETRICA
868;0;1;2;;;4771701;4772500;4773300;;;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;;
1658;0;1;;;;2512800;4744099;;;;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;FABRICACAO DE ESQUADRIAS DE METAL;;;
621;0;1;;;;4929902;4929904;;;;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;;;
2098;0;1;;;;1414200;4781400;;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;FABRICACAO DE ACESSORIOS DO VESTUARIO EXCETO PARA SEGURANCA E PROTECAO;;;
2741;0;1;2;3;;4774100;4781400;4782202;9512600;;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;
2748;0;1;2;;;4751200;6319400;8599603;;;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;PORTAIS PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;TREINAMENTO EM INFORMATICA;;
2762;0;1;2;3;4;6202300;6204000;6311900;7020400;8230001;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;TRATAMENTO DE DADOS PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
2760;0;1;;;;5611203;5612100;;;;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS AMBULANTES DE ALIMENTACAO;;;
2761;0;1;;;;8630502;8640209;;;;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;SERVICOS DE DIAGNOSTICO POR METODOS OPTICOS  ENDOSCOPIA E OUTROS EXAMES ANALOGOS;;;
1183;0;1;;;;1531901;1540800;;;;FABRICACAO DE CALCADOS DE COURO;FABRICACAO DE PARTES PARA CALCADOS DE QUALQUER MATERIAL;;;
1364;0;1;;;;4322302;8129000;;;;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;;;
623;0;1;2;3;4;1610201;1622602;4930201;4930202;4930204;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE RODOVIARIO DE MUDANCAS
494;0;1;2;;;4781400;7723300;9529199;;;ALUGUEL DE OBJETOS DO VESTUARIO JOIAS E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;;
624;0;1;2;;;4753900;4754701;4930202;;;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;;
625;0;;;;;1813001;;;;;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;;;;
626;0;1;2;;;4399103;4712100;4744001;;;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;OBRAS DE ALVENARIA;;
2065;0;1;2;;;4721104;4729699;5611203;;;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;;
627;0;1;2;3;4;5811500;5812301;5813100;5912099;7319002;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;EDICAO DE JORNAIS DIARIOS;EDICAO DE LIVROS;EDICAO DE REVISTAS;PROMOCAO DE VENDAS
1332;0;1;2;;;4761003;8219901;9329804;;;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;FOTOCOPIAS;;
1753;0;1;2;3;4;4221902;4221903;4321500;4742300;4753900;COMERCIO VAREJISTA DE MATERIAL ELETRICO;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;CONSTRUCAO DE ESTACOES E REDES DE DISTRIBUICAO DE ENERGIA ELETRICA;INSTALACAO E MANUTENCAO ELETRICA;MANUTENCAO DE REDES DE DISTRIBUICAO DE ENERGIA ELETRICA
629;0;1;2;;;7420001;7420002;7420004;;;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS AEREAS E SUBMARINAS;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;FILMAGEM DE FESTAS E EVENTOS;;
90;0;;;;;4751200;;;;;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;;;;
1430;0;1;2;3;;4755502;4755503;4781400;4782201;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;
630;0;1;2;;;4789002;8111700;8130300;;;ATIVIDADES PAISAGISTICAS;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS EXCETO CONDOMINIOS PREDIAIS;;
3011;0;1;;;;0113000;0159801;;;;APICULTURA;CULTIVO DE CANADEACUCAR;;;
631;0;1;2;;;5212500;7820500;8121400;;;CARGA E DESCARGA;LIMPEZA EM PREDIOS E EM DOMICILIOS;LOCACAO DE MAODEOBRA TEMPORARIA;;
1523;0;1;2;3;4;1091101;1093701;4721102;5611203;5620104;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
1049;0;1;;;;4743100;4789099;;;;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE VIDROS;;;
2104;0;1;;;;1813099;4330404;;;;IMPRESSAO DE MATERIAL PARA OUTROS USOS;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;;;
1831;0;1;2;3;4;4763602;4772500;4781400;4782201;4782202;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
633;0;1;2;3;4;4723700;4729699;5611201;5620102;5620104;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;RESTAURANTES E SIMILARES;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
2107;0;1;2;3;4;4110700;6810201;6810202;6821802;7020400;ALUGUEL DE IMOVEIS PROPRIOS;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;COMPRA E VENDA DE IMOVEIS PROPRIOS;CORRETAGEM NO ALUGUEL DE IMOVEIS;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
1844;0;1;2;;;4723700;4729699;4772500;;;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;;
1625;0;1;2;3;4;4721104;5611201;5611202;5611203;5620102;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;RESTAURANTES E SIMILARES;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
78;0;;;;;4617600;;;;;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS BEBIDAS E FUMO;;;;
2111;0;1;2;3;;4772500;4781400;9602501;9602502;;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;CABELEIREIROS MANICURE E PEDICURE;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;
2010;0;1;2;3;4;8412400;8621601;8630503;8630506;8660700;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADES DE APOIO A GESTAO DE SAUDE;REGULACAO DAS ATIVIDADES DE SAUDE EDUCACAO SERVICOS CULTURAIS E OUTROS SERVICOS SOCIAIS;SERVICOS DE VACINACAO E IMUNIZACAO HUMANA;UTI MOVEL
3018;0;1;;;;0134200;0155501;;;;CRIACAO DE FRANGOS PARA CORTE;CULTIVO DE CAFE;;;
81;0;;;;;4711302;;;;;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;;;;
2112;0;1;2;;;1622699;4322301;4399103;;;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;OBRAS DE ALVENARIA;;
563;0;;;;;1013901;;;;;FABRICACAO DE PRODUTOS DE CARNE;;;;
1737;0;1;2;3;;6399200;6920601;8219999;8220200;;ATIVIDADES DE CONTABILIDADE;ATIVIDADES DE TELEATENDIMENTO;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;
1467;0;1;;;;0121101;0131800;;;;CULTIVO DE LARANJA;HORTICULTURA EXCETO MORANGO;;;
1717;0;1;;;;1091102;5611203;;;;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;;;
1719;0;;;;;2330302;;;;;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;;;;
138;0;;;;;1610201;;;;;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;;;;
637;0;1;2;3;4;4713002;4755502;4781400;4782201;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
1795;0;1;2;3;4;1629301;4761001;4762800;4789001;4789099;COMERCIO VAREJISTA DE DISCOS CDS DVDS E FITAS;COMERCIO VAREJISTA DE LIVROS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA EXCETO MOVEIS
638;0;1;2;3;4;1411801;1412601;1412602;4753900;9521500;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
2830;0;1;;;;2451200;2452100;;;;FUNDICAO DE FERRO E ACO;FUNDICAO DE METAIS NAOFERROSOS E SUAS LIGAS;;;
639;0;;;;;4649407;;;;;COMERCIO ATACADISTA DE FILMES CDS DVDS FITAS E DISCOS;;;;
2115;0;1;2;3;4;4751200;4753900;4754701;4754702;4756300;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;COMERCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSORIOS
2893;0;1;2;;;4723700;4729699;4784900;;;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;;
641;0;1;2;3;4;4755503;4781400;4783101;4783102;4789001;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS
1312;0;1;2;;;4744005;4744099;5250803;;;AGENCIAMENTO DE CARGAS EXCETO PARA O TRANSPORTE MARITIMO;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;;
2116;0;1;2;3;4;4120400;4211101;4211102;4213800;7711000;CONSTRUCAO DE EDIFICIOS;CONSTRUCAO DE RODOVIAS E FERROVIAS;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;OBRAS DE URBANIZACAO  RUAS PRACAS E CALCADAS;PINTURA PARA SINALIZACAO EM PISTAS RODOVIARIAS E AEROPORTOS
1172;0;;;;;9001902;;;;;PRODUCAO MUSICAL;;;;
1324;0;1;;;;4752100;4753900;;;;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;;;
3051;0;1;2;;;4751200;6204000;6209100;;;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;;
1868;0;1;2;3;4;0122900;0142300;4789002;5510801;8130300;ATIVIDADES PAISAGISTICAS;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS;HOTEIS;PRODUCAO DE MUDAS E OUTRAS FORMAS DE PROPAGACAO VEGETAL CERTIFICADAS
1851;0;1;2;3;4;4511101;4644301;4645101;4751200;4761003;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS NOVOS;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO CIRURGICO HOSPITALAR E DE LABORATORIOS;COMERCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
2117;0;;;;;4743100;;;;;COMERCIO VAREJISTA DE VIDROS;;;;
644;0;;;;;6190601;;;;;PROVEDORES DE ACESSO AS REDES DE COMUNICACOES;;;;
1219;0;;;;;4520001;;;;;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;;;;
645;0;1;2;3;;4755502;4781400;4782201;5612100;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;SERVICOS AMBULANTES DE ALIMENTACAO;
646;0;1;2;3;4;4751200;4752100;4789007;6190699;9511800;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
125;0;;;;;5320202;;;;;SERVICOS DE ENTREGA RAPIDA;;;;
647;0;1;;;;0133499;0134200;;;;CULTIVO DE CAFE;CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;;;
1368;0;1;2;;;0111302;0111399;0119908;;;CULTIVO DE MELANCIA;CULTIVO DE MILHO;CULTIVO DE OUTROS CEREAIS NAO ESPECIFICADOS ANTERIORMENTE;;
2122;0;1;2;3;4;4755502;4755503;4759899;4763601;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS
364;0;;;;;4763601;;;;;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;;;;
1418;0;1;2;3;;4713002;4721104;4772500;4781400;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;
1405;0;;;;;4637105;;;;;COMERCIO ATACADISTA DE MASSAS ALIMENTICIAS;;;;
1545;0;1;2;3;4;7210000;7490199;8599699;8610101;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADES DE ATENDIMENTO HOSPITALAR EXCETO PRONTOSOCORRO E UNIDADES PARA ATENDIMENTO A URGENCIAS;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS FISICAS E NATURAIS
649;0;;;;;6423900;;;;;CAIXAS ECONOMICAS;;;;
1818;0;1;;;;4754701;9529105;;;;COMERCIO VAREJISTA DE MOVEIS;REPARACAO DE ARTIGOS DO MOBILIARIO;;;
7;0;1;;;;4781400;4789001;;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;;;
650;0;1;2;3;4;7319001;7319002;7319003;7319004;7319099;CONSULTORIA EM PUBLICIDADE;CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES;MARKETING DIRETO;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;PROMOCAO DE VENDAS
18;0;;;;;4789099;;;;;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;;;
2753;0;1;;;;4399101;7111100;;;;ADMINISTRACAO DE OBRAS;SERVICOS DE ARQUITETURA;;;
2766;0;1;;;;1063500;4632003;;;;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS FARINHAS AMIDOS E FECULAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;FABRICACAO DE FARINHA DE MANDIOCA E DERIVADOS;;;
2767;0;1;2;3;4;4321500;4322301;4322303;4613300;7112000;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA MATERIAL DE CONSTRUCAO E FERRAGENS;SERVICOS DE ENGENHARIA
2742;0;1;2;3;;0159802;4789004;8011102;9609208;;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;CRIACAO DE ANIMAIS DE ESTIMACAO;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;SERVICOS DE ADESTRAMENTO DE CAES DE GUARDA;
