pk_location;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;latitude;longitude;municipio_uf_pais
3757;RUA VICENTE ANTONIO DE PADUA;214;87140000;PARQUE INDUSTRIAL E RESIDENCIAL BELA VISTA;PAICANDU;PR;-23,4554707;-52,0423373;PAICANDU, PR, BR
3758;RUA TENENTE ARY TARRAGO;444;91510390;JARDIM SABARA;PORTO ALEGRE;RS;-30,0380256;-51,1355082;PORTO ALEGRE, RS, BR
3759;RUA IRMA GELTRUDES;27;88550000;VILA NOVA;PONTE ALTA;SC;-27,4844261;-50,3779723;PONTE ALTA, SC, BR
3760;RUA JOAO BOORM;314;88160074;CENTRO;BIGUACU;SC;-27,49257;-48,6543456;BIGUACU, SC, BR
3761;RUA DOUTOR OCTAVIO MONTEIRO BECKER;107;12236066;JARDIM TERRAS DO SUL;SAO JOSE DOS CAMPOS;SP;-23,2460387;-45,8937713;SAO JOSE DOS CAMPOS, SP, BR
3762;RUA SAO PAULO;1371;30170131;LOURDES;BELO HORIZONTE;MG;-19,9255866;-43,9416794;BELO HORIZONTE, MG, BR
3763;RUA ESPIRITO SANTO;714;09530701;CERAMICA;SAO CAETANO DO SUL;SP;-23,6226342;-46,573269;SAO CAETANO DO SUL, SP, BR
3764;RUA ANGELO PRETO;26;99010270;CENTRO;PASSO FUNDO;RS;-28,2541957;-52,3961608;PASSO FUNDO, RS, BR
3765;RUA FERNANDO FERRAZ DE ARRUDA;100;13411094;VILA BESSY;PIRACICABA;SP;-22,6774071;-47,6791393;PIRACICABA, SP, BR
3766;AVENIDA SAO JOSE;189;79670000;CENTRO;BRASILANDIA;MS;-21,2563911;-52,0415159;BRASILANDIA, MS, BR
3767;AVENIDA AFONSO MATIA;671;18510000;MARISTELA;LARANJAL PAULISTA;SP;-23,0510503;-47,838004;LARANJAL PAULISTA, SP, BR
3768;RUA TOLEDO BARBOSA;303;03061000;BELENZINHO;SAO PAULO;SP;-23,5415936;-46,5881124;SAO PAULO, SP, BR
3769;AVENIDA REDENTOR;400;33933330;BOTAFOGO JUSTINOPOLIS;RIBEIRAO DAS NEVES;MG;-19,7915702;-44,0048205;RIBEIRAO DAS NEVES, MG, BR
3770;AVENIDA SANTOS DUMONT;506;39860000;CENTRO;NANUQUE;MG;-17,8435497;-40,3435582;NANUQUE, MG, BR
3771;PRACA SAENS PENA;45;20520090;TIJUCA;RIO DE JANEIRO;RJ;-22,924886;-43,2319948;RIO DE JANEIRO, RJ, BR
3772;AVENIDA PROFESSOR JOSE BARRETO;139;06703000;CENTRO;COTIA;SP;-23,6051106;-46,9265448;COTIA, SP, BR
3773;RUA GRAVATAI;303;13056421;PARQUE DOM PEDRO II;CAMPINAS;SP;-22,97895;-47,1482584;CAMPINAS, SP, BR
3774;AVENIDA 1;SN;75195970;CENTRO;BONFINOPOLIS;GO;-16,6180121;-48,9581259;BONFINOPOLIS, GO, BR
3775;RUA VINTE E SEIS DE FEVEREIRO;234;62230000;NOVA FATIMA;IPUEIRAS;CE;-4,5425804;-40,7172983;IPUEIRAS, CE, BR
3776;RUA MANOEL JOAQUIM ARAUJO;73;58360000;CENTRO;ITABAIANA;PB;-7,3264577;-35,3322637;ITABAIANA, PB, BR
3777;PRACA DUQUE DE CAXIAS;19;18310000;CENTRO;GUAPIARA;SP;-24,1863198;-48,5333888;GUAPIARA, SP, BR
3778;RUA SERRA DA TAQUARA;71;86065100;JARDIM BANDEIRANTES;LONDRINA;PR;-23,3018774;-51,1968661;LONDRINA, PR, BR
3779;RUA ANTONIO AMARAL;198;45206030;JEQUIEZINHO;JEQUIE;BA;-13,8702866;-40,0754732;JEQUIE, BA, BR
3780;RUA CAPITAO ANTONIO CARLOS;SN;73860000;LESTE;SAO DOMINGOS;GO;-13,4003166;-46,3222146;SAO DOMINGOS, GO, BR
3781;SITIO SANTA FE;SN;15880000;PONTE ALTA;TABAPUA;SP;-20,9637379;-49,0262903;TABAPUA, SP, BR
3782;RUA 6;200;15600000;COHAB;FERNANDOPOLIS;SP;-20,2810232;-50,2475804;FERNANDOPOLIS, SP, BR
3783;AVENIDA DORIVAL CAYME EDFCENC LIT NORTE;14359;41635150;ITAPUA;SALVADOR;BA;-12,9722184;-38,5014136;SALVADOR, BA, BR
3784;RUA TURMALINA;215;35162142;IGUACU;IPATINGA;MG;-19,4741444;-42,5467219;IPATINGA, MG, BR
3785;RUA MANOEL RIBEIRO DE CARVALHO;125;64400000;CAJUEIRO;AMARANTE;PI;-6,2391654;-42,8509576;AMARANTE, PI, BR
3786;RUA JULIO DE CASTILHOS;71;90030131;CENTRO;PORTO ALEGRE;RS;-30,0265663;-51,2259717;PORTO ALEGRE, RS, BR
3787;RUA TRES;120;13540000;CENTRO;CORUMBATAI;SP;-22,2214319;-47,6253303;CORUMBATAI, SP, BR
3788;AVENIDA DAS PALMEIRAS;715;77365000;CENTRO;PALMEIROPOLIS;TO;-13,0445539;-48,4026206;PALMEIROPOLIS, TO, BR
3789;AVENIDA PINTOS;238;14870120;CENTRO;JABOTICABAL;SP;-21,2605239;-48,3207087;JABOTICABAL, SP, BR
3790;RUA RIO DE JANEIRO;217;47850000;MIMOSO DO OESTE;LUIS EDUARDO MAGALHAES;BA;-12,0793107;-45,7943289;LUIS EDUARDO MAGALHAES, BA, BR
3791;RUA LUIZ CASAGRANDE;605;13333420;VILA SUICA;INDAIATUBA;SP;-23,0709704;-47,2112014;INDAIATUBA, SP, BR
3792;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;8643;14940000;JARDIM PAINEIRAS I;IBITINGA;SP;-21,7515092;-48,8192818;IBITINGA, SP, BR
3793;RUA JOAO PESSOA;157;85570000;CENTRO;SAO JOAO;PR;-25,82853;-52,7249622;SAO JOAO, PR, BR
3794;RUA MENINO JESUS DE PRAGA;264;63031620;NOVO JUAZEIRO;JUAZEIRO DO NORTE;CE;-7,225604;-39,2924421;JUAZEIRO DO NORTE, CE, BR
3795;RUA MARCUS PEREIRA;167;05642020;VILA SUZANA;SAO PAULO;SP;-23,6223091;-46,7357827;SAO PAULO, SP, BR
3796;SITIO ITAPUA;SN;17455000;RURAL;FERNAO;SP;-22,3605675;-49,5221497;FERNAO, SP, BR
3797;RUA VOLKSWAGEN;291;04344020;JABAQUARA;SAO PAULO;SP;-23,6364306;-46,644167;SAO PAULO, SP, BR
3798;RUA NACIME ELIAS;163;14070640;AVELINO ALVES PALMA;RIBEIRAO PRETO;SP;-21,1144274;-47,7883493;RIBEIRAO PRETO, SP, BR
3799;AVENIDA DEZENOVE;1624;38300124;CENTRO;ITUIUTABA;MG;-18,9767926;-49,4650756;ITUIUTABA, MG, BR
3800;RUA ACACIAS;90;17502400;JARDIM MARILIA;MARILIA;SP;-22,2256133;-49,9635563;MARILIA, SP, BR
3801;RUA JURUBATUBA;140;11035101;PONTA DA PRAIA;SANTOS;SP;-23,9793249;-46,3017373;SANTOS, SP, BR
3802;AVENIDA INDIANOPOLIS;3404;04062003;PLANALTO PAULISTA;SAO PAULO;SP;-23,6276025;-46,6447763;SAO PAULO, SP, BR
3803;AVENIDA BOULEVARD ALVARO MAIA;1938;69020210;PRACA 14;MANAUS;AM;-3,1159627;-60,0120202;MANAUS, AM, BR
3804;AVENIDA DAS INDUSTRIAS;5186A;33040130;VILA SANTA RITA;SANTA LUZIA;MG;-19,8088497;-43,8851306;SANTA LUZIA, MG, BR
3805;RUA SETE DE SETEMBRO;1574;89010200;CENTRO;BLUMENAU;SC;-26,9177029;-49,0705046;BLUMENAU, SC, BR
3806;RUA FREDERICO GUILHERME DUREN;141;96835660;DISTRITO INDUSTRIAL;SANTA CRUZ DO SUL;RS;-29,7473884;-52,4307826;SANTA CRUZ DO SUL, RS, BR
3807;RUA ANITA GARIBALDI;26;89240000;CENTRO;SAO FRANCISCO DO SUL;SC;-26,2421946;-48,6348651;SAO FRANCISCO DO SUL, SC, BR
3808;AVENIDA DIONISIO BENTES;SN;68682000;CENTRO;TOME ACU;PA;-2,4202072;-48,2464256;TOME ACU, PA, BR
3809;RUA TRES MARIA;50;56320540;JOSE E MARIA;PETROLINA;PE;-9,3673394;-40,4949024;PETROLINA, PE, BR
3810;RUA BONINAL;281;46900000;VASCO FILHO;SEABRA;BA;-12,4226056;-41,7701433;SEABRA, BA, BR
3811;RUA RUI BARBOSA;27;45345000;CENTRO;JAGUAQUARA;BA;-13,5278168;-39,9714602;JAGUAQUARA, BA, BR
3812;AVENIDA MELCHERT;758;03508000;CHACARA SEIS DE OUTUBRO;SAO PAULO;SP;-23,536392;-46,5304669;SAO PAULO, SP, BR
3813;RUA TIRADENTES;59A;84165630;CENTRO;CASTRO;PR;-24,7890515;-50,0016068;CASTRO, PR, BR
3814;RODOVIA WASHINGTON LUIZ;1308;25085008;PARQUE DUQUE;DUQUE DE CAXIAS;RJ;-22,7944064;-43,2875792;DUQUE DE CAXIAS, RJ, BR
3815;RUA WASHINGTON LUIS;89;08675040;VILA COSTA;SUZANO;SP;-23,5410322;-46,3082086;SUZANO, SP, BR
3816;;;;;;NI;-23,4563693;-46,4592256;, NI, BR
3817;RUA GENESIO GAMBARRA;6;58800670;CENTRO;SOUSA;PB;-6,7619166;-38,2346231;SOUSA, PB, BR
3818;PRACA VICTOR BRITO CENTRO MEDICO ODONTOLOGICO;42;45020765;RECREIO;VITORIA DA CONQUISTA;BA;-14,8619237;-40,8445346;VITORIA DA CONQUISTA, BA, BR
3819;AVENIDA DO SABARA;2176;04686002;PEDREIRA;SAO PAULO;SP;-23,6738196;-46,6864152;SAO PAULO, SP, BR
3820;PRACA LEONARDO GUTIERREZ;195;30441090;GUTIERREZ;BELO HORIZONTE;MG;-19,9354784;-43,9598817;BELO HORIZONTE, MG, BR
3821;RUA DIREITA;54;08665060;JARDIM ANZAI;SUZANO;SP;-23,5538863;-46,314224;SUZANO, SP, BR
3822;RUA WASHINGTON LUIZ;185;35182086;SAO JOSE;TIMOTEO;MG;-19,5815683;-42,6475311;TIMOTEO, MG, BR
3823;RUA BIRIGUI;351;07180310;CIDADE JARDIM CUMBICA;GUARULHOS;SP;-23,4518615;-46,4679486;GUARULHOS, SP, BR
3824;RUA DOMINGOS NERY;110;39815000;CENTRO;ITAIPE;MG;-17,4020993;-41,670711;ITAIPE, MG, BR
3274;RUA TIRADENTES;669;84010190;CENTRO;PONTA GROSSA;PR;-25,090343;-50,1601408;PONTA GROSSA, PR, BR
3825;RUA POLIDORO BITTENCOURT;46;40301155;BOA VIAGEM;SALVADOR;BA;-12,9730401;-38,502304;SALVADOR, BA, BR
3826;RUA VEREADOR OLAVO MENDES;391A;57580000;CENTRO;MAJOR ISIDORO;AL;-9,5294524;-36,9857444;MAJOR ISIDORO, AL, BR
2038;RUA PORTUGAL;5;40015000;COMERCIO;SALVADOR;BA;-12,9726879;-38,5130174;SALVADOR, BA, BR
3827;RUA MIGUEL COUTO;259;09895130;PLANALTO;SAO BERNARDO DO CAMPO;SP;-23,7034773;-46,5736889;SAO BERNARDO DO CAMPO, SP, BR
3828;RUA GODOFREDO VIANA;126B;65278000;CENTRO;TURIACU;MA;-1,6622454;-45,391803;TURIACU, MA, BR
3829;RUA 11 DE AGOSTO;68;01018010;CENTRO;SAO PAULO;SP;-23,5519325;-46,6337759;SAO PAULO, SP, BR
3830;RUA MONSENHOR ANDRADE;5;03008000;BRAS;SAO PAULO;SP;-23,5451367;-46,6205081;SAO PAULO, SP, BR
3831;LOCALIDADE REDE ELETRICA;SN;37512000;;WENCESLAU BRAZ;MG;-22,5373268;-45,3630687;WENCESLAU BRAZ, MG, BR
3832;AVENIDA MARANHAO;453;76450000;CENTRO;MINACU;GO;-13,5256264;-48,2038121;MINACU, GO, BR
3833;RUA SARGENTO AQUINO;311;21021640;OLARIA;RIO DE JANEIRO;RJ;-22,8387386;-43,2617461;RIO DE JANEIRO, RJ, BR
3834;RUA DEZOITO DE JUNHO;140;13209260;VILA MARIA LUIZA;JUNDIAI;SP;-23,1803698;-46,9015557;JUNDIAI, SP, BR
3835;AVENIDA DEMERVAL LOBAO;814;64280000;CENTRO;CAMPO MAIOR;PI;-4,8256841;-42,165933;CAMPO MAIOR, PI, BR
3836;RUA PROFAZARIAS RIBEIRO;11;37200000;CENTRO;LAVRAS;MG;-21,2458298;-45,0027871;LAVRAS, MG, BR
3837;AVENIDA TANCREDO NEVES;939;41820021;PITUBA;SALVADOR;BA;-12,9791849;-38,457586;SALVADOR, BA, BR
3838;AVENIDA MAUA;1845;98940000;CENTRO;TUPARENDI;RS;-27,7603013;-54,4811649;TUPARENDI, RS, BR
3839;RUA BLUMENAU;234;89140000;CENTRO;IBIRAMA;SC;-27,0548664;-49,5140877;IBIRAMA, SC, BR
3840;RUA MARCIO BAPTISTA;104;41770015;STIEP;SALVADOR;BA;-12,9815697;-38,4481891;SALVADOR, BA, BR
3841;AVENIDA DOS OITIS;2545A;69020282;DISTRITO INDUSTRIAL I;MANAUS;AM;-3,0772716;-59,9119723;MANAUS, AM, BR
3842;AVENIDA VEREADOR JOSE SANTANA;695;37200000;D JULIETA;LAVRAS;MG;-21,2451472;-45,0167765;LAVRAS, MG, BR
3843;FAZENDA SANTA ROSA FINAL AV ALEXANDRITA;SN;38280000;ZONA RURAL;ITURAMA;MG;-19,7334636;-50,192935;ITURAMA, MG, BR
3844;RUA ESTANCIA;353;07241100;JARDIM ANSALCA;GUARULHOS;SP;-23,4465313;-46,4224688;GUARULHOS, SP, BR
3845;RUA MARIO PEDERNEIRA;150;55018560;SALGADO;CARUARU;PE;-8,275216;-35,9570688;CARUARU, PE, BR
3846;RUA DOUTOR FELIPE VITA;1272;18480000;CENTRO;ITAPORANGA;SP;-23,7049253;-49,4860459;ITAPORANGA, SP, BR
3847;RUA MONSENHOR JOSE AUGUSTO;203;36205018;SAO JOSE;BARBACENA;MG;-21,2272748;-43,7681299;BARBACENA, MG, BR
3848;AVENIDA GETULIO VARGAS;;88353000;CENTRO;BRUSQUE;SC;-27,1038171;-48,9157848;BRUSQUE, SC, BR
3849;RUA JANUARIO RODRIGUES;316;64670000;CENTRO;SAO JULIAO;PI;-7,0843099;-40,8250037;SAO JULIAO, PI, BR
3850;CND JARDIM EUROPA I;;73105900;SOBRADINHO;BRASILIA;DF;-15,7942287;-47,8821658;BRASILIA, DF, BR
3851;RUA RUY BARBOSA;544;89940000;CENTRO;GUARUJA DO SUL;SC;-26,3850238;-53,5259128;GUARUJA DO SUL, SC, BR
3852;RUA CARLOS HENRIQUE J FILHO;721;14402463;JARDIM PAULISTANO II;FRANCA;SP;-20,5207145;-47,3562112;FRANCA, SP, BR
3853;RUA SAO PEDRO;1488;88113250;AREIAS;SAO JOSE;SC;-27,559303;-48,6290284;SAO JOSE, SC, BR
3854;RUA INDIA TAGLIAVINI POLACHINI;487;15046750;SANTO ANTONIO;SAO JOSE DO RIO PRETO;SP;-20,7623936;-49,3962664;SAO JOSE DO RIO PRETO, SP, BR
3855;TRECHO MARAJO;SN;68695000;CENTRO;TAILANDIA;PA;-2,9366616;-48,9488014;TAILANDIA, PA, BR
3856;AVENIDA GIOVANNI GRONCHI;6675;05724005;VILA ANDRADE;SAO PAULO;SP;-23,6391161;-46,7353986;SAO PAULO, SP, BR
3857;AVENIDA PREFEITO PRESTES MAIA;49;11340270;ESPLANADA DOS BARREIROS;SAO VICENTE;SP;-23,9558833;-46,4070882;SAO VICENTE, SP, BR
3858;RUA C 145;;74255500;JARDIM AMERICA;GOIANIA;GO;-16,6956334;-49,3134898;GOIANIA, GO, BR
3859;RUA PEDRO FERREIRA DE ASSIS;407;62360000;CENTRO;IBIAPINA;CE;-3,9212648;-40,887104;IBIAPINA, CE, BR
3860;RUA DOUTOR LEOBERTO LEAL;361;89400000;SAO PEDRO;PORTO UNIAO;SC;-26,2525568;-51,085022;PORTO UNIAO, SC, BR
3861;PRACA CORONEL MANOEL LAGE;26;39710000;CENTRO;COROACI;MG;-18,6160477;-42,2794946;COROACI, MG, BR
3862;RUA LAELIA;93;32673192;JARDIM DAS ALTEROSAS 2A SECAO;BETIM;MG;-19,9397382;-44,1680982;BETIM, MG, BR
3863;RUA GLORIA DE DOURADOS;81;02985030;JARDIM PIRITUBA;SAO PAULO;SP;-23,4413278;-46,7201476;SAO PAULO, SP, BR
3864;AVENIDA MIRASSOLANDIA;1219;15045000;CONJUNTO HABITACIONAL COSTA DO SOL;SAO JOSE DO RIO PRETO;SP;-20,7824797;-49,3975951;SAO JOSE DO RIO PRETO, SP, BR
3865;RUA BENEMERITO TE VI;SN;84010300;VILA REAL;PONTA GROSSA;PR;-25,0994246;-50,1583223;PONTA GROSSA, PR, BR
3866;RUA JERONIMO DE ORNELAS;424;21930450;CACUIA;RIO DE JANEIRO;RJ;-22,8129956;-43,1827103;RIO DE JANEIRO, RJ, BR
3867;RUA ALCIDES MARTINS DA CONCEICAO;67;33140330;CONJUNTO PALMITAL SAO BENEDITO;SANTA LUZIA;MG;-19,7686778;-43,9352913;SANTA LUZIA, MG, BR
3868;EQNN 8 BLOCO A;SN;72220540;CEILANDIA SUL;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
3869;RUA SALVADOR ROVIELO;50;13736400;COHAB II;MOCOCA;SP;-21,4950259;-47,0074194;MOCOCA, SP, BR
3870;AVENIDA SANTA MARIA DOS PAES;923;69099644;ALFREDO NASCIMENTO;MANAUS;AM;-3,1190275;-60,0217314;MANAUS, AM, BR
3871;RUA PROFESSOR FILADELFO AZEVEDO;510;04508011;VILA NOVA CONCEICAO;SAO PAULO;SP;-23,5886637;-46,6689739;SAO PAULO, SP, BR
3872;RUA GUIHEI VATANABE;271;05617140;MORUMBI;SAO PAULO;SP;-23,5919564;-46,7185752;SAO PAULO, SP, BR
3873;AVENIDA BRIGADEIRO FARIA LIMA;1355;05426100;PINHEIROS;SAO PAULO;SP;-23,5695842;-46,6912758;SAO PAULO, SP, BR
3874;RUA MARGOT FONTEYN;156;08121710;JARDIM CAMARGO NOVO;SAO PAULO;SP;-23,5026703;-46,38343;SAO PAULO, SP, BR
3875;RUA SILVIA MARILIA;41;29260000;CENTRO;DOMINGOS MARTINS;ES;-20,360797;-40,6598105;DOMINGOS MARTINS, ES, BR
3876;AVENIDA GOVERNADOR JANIO QUADROS;991;08526000;PARQUE SAO FRANCISCO;FERRAZ DE VASCONCELOS;SP;-23,55461;-46,38216;FERRAZ DE VASCONCELOS, SP, BR
3877;AVENIDA FERNANDES BASTOS;901;95590000;CENTRO;TRAMANDAI;RS;-29,9887657;-50,1405328;TRAMANDAI, RS, BR
3878;SITIO SANTO ANTONIO;SN;14740000;BANHARAO;VIRADOURO;SP;-20,8723727;-48,2971044;VIRADOURO, SP, BR
3879;RUA PROFESSOR JOAO VIANA;192;58304973;BEBELANDIA;SANTA RITA;PB;-7,135868;-34,9662353;SANTA RITA, PB, BR
3880;RUA DAS AZALEIAS;2034;87060040;CONJUNTO HABITACIONAL INOCENTE VILA NOVA JUNIOR;MARINGA;PR;-23,4545393;-51,9608865;MARINGA, PR, BR
3881;RUA VIRGINIA FERNI;521;08253000;CONJUNTO RESIDENCIAL JOSE BONIFACIO;SAO PAULO;SP;-23,5459882;-46,4396286;SAO PAULO, SP, BR
3882;RUA 25 DE JULHO;1359;89250000;VILA NOVA;JARAGUA DO SUL;SC;-26,4961822;-49,0784143;JARAGUA DO SUL, SC, BR
3883;RUA TEOFILO AMARAL CAMPOS;25;13390000;CENTRO;RIO DAS PEDRAS;SP;-22,843214;-47,6067351;RIO DAS PEDRAS, SP, BR
3884;RUA DA CACHOEIRA;1;35830000;SAO JOSE DA SERRA;JABOTICATUBAS;MG;-19,5139997;-43,7461023;JABOTICATUBAS, MG, BR
3885;RUA AMERICO BONETTO;204;13274590;COLINA DOS PINHEIROS;VALINHOS;SP;-22,9707073;-46,9737049;VALINHOS, SP, BR
3886;RUA HILDEBRANDO SIQUEIRA;589;04334150;VILA FACHINI;SAO PAULO;SP;-23,6615003;-46,639316;SAO PAULO, SP, BR
3887;RUA COLETORA UM;342;35640000;CRUZ DAS ALMAS;POMPEU;MG;-19,2211913;-44,9854117;POMPEU, MG, BR
3888;RUA JOSE ANTONINI;1069;16902163;DISTRITO INDUSTRIAL;ANDRADINA;SP;-20,8990077;-51,3797039;ANDRADINA, SP, BR
3889;RUA CAETANOPOLIS;930;05335120;JAGUARE;SAO PAULO;SP;-23,5430972;-46,7549252;SAO PAULO, SP, BR
3890;AVENIDA CONDE DE BOA VISTA;1295;50060001;BOA VISTA;RECIFE;PE;-8,0569157;-34,8923458;RECIFE, PE, BR
3891;RUA VEREADOR FRANCISCO JOAQUIM SOBRADINHO;79;64670000;CENTRO;SAO JULIAO;PI;-7,0843099;-40,8250037;SAO JULIAO, PI, BR
3892;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;331;50640785;CORDEIRO;RECIFE;PE;-8,064595;-34,9364278;RECIFE, PE, BR
3893;RUA CARLOS GOMES;258;13171770;PARQUE RESIDENCIAL VERSAILLES;SUMARE;SP;-22,8312369;-47,2718118;SUMARE, SP, BR
3894;RUA ANTONINO JOSE DE CARVALHO;460;19808020;JARDIM PARANA;ASSIS;SP;-22,6450152;-50,438872;ASSIS, SP, BR
3895;FAZENDA SANTA CRUZ;SN;14707030;RURAL;BEBEDOURO;SP;-20,949552;-48,4795365;BEBEDOURO, SP, BR
3896;RUA CARANDA;233;78048410;ALVORADA;CUIABA;MT;-15,5804234;-56,0804572;CUIABA, MT, BR
3897;RUA SANTO AMARO;200;60421190;PLANALTO DO PICI;FORTALEZA;CE;-3,753573;-38,5778215;FORTALEZA, CE, BR
3898;RUA MARECHAL FLORIANO;10;95700110;CENTRO;BENTO GONCALVES;RS;-29,1675923;-51,5173144;BENTO GONCALVES, RS, BR
3899;RUA JOSE DE C BRITO;167;37465000;CENTRO;VIRGINIA;MG;-22,335378;-45,0947148;VIRGINIA, MG, BR
3900;AVENIDA CALIFORNIA;781;78850000;PRIMAVERA 3;PRIMAVERA DO LESTE;MT;-15,5318321;-54,3253351;PRIMAVERA DO LESTE, MT, BR
3901;RUA ABOLICAO;800;34000150;CENTRO;NOVA LIMA;MG;-19,9866902;-43,8521058;NOVA LIMA, MG, BR
3902;AVENIDA REYNALDO MASSI;2263;79740970;CENTRO;IVINHEMA;MS;-22,3060582;-53,8353948;IVINHEMA, MS, BR
3903;RUA TRAVESSA ANTONIO CARDOSO;SN;64860000;AREIA;URUCUI;PI;-7,2338901;-44,5540423;URUCUI, PI, BR
3904;RUA VISCONDE DE MAUA;SN;88504110;TRIANGULO;LAGES;SC;-27,8190736;-50,3402437;LAGES, SC, BR
3905;RUA QUIRINOPOLIS;121;44000000;BRASILIA;FEIRA DE SANTANA;BA;-12,2709431;-38,9525178;FEIRA DE SANTANA, BA, BR
3906;RUA MANOEL PEREIRA;117;88740000;CENTRO;ARMAZEM;SC;-28,2625024;-49,0161994;ARMAZEM, SC, BR
3907;RUA ELISA BAER;211;02219120;VILA EDE;SAO PAULO;SP;-23,4945982;-46,591867;SAO PAULO, SP, BR
3908;RUA RIO CAPIBERIBE;15;13232090;JARDIM SANTO ANTONIO I;CAMPO LIMPO PAULISTA;SP;-23,2099777;-46,7692135;CAMPO LIMPO PAULISTA, SP, BR
3909;SITIO NOVA ESPERANCA;SN;37548000;QUILOMBO;CONCEICAO DOS OUROS;MG;-22,4126179;-45,7975235;CONCEICAO DOS OUROS, MG, BR
3910;LOCALIDADE VILA DE JAUA;SN;42805200;ABRANTES CAMACARI;CAMACARI;BA;-12,6971776;-38,3331983;CAMACARI, BA, BR
3911;AVENIDA GOVERNADOR IVO SILVEIRA;570;89163053;CANTA GALO;RIO DO SUL;SC;-27,2040898;-49,6306271;RIO DO SUL, SC, BR
3912;RUA 12;9;45991044;URBIS III;TEIXEIRA DE FREITAS;BA;-17,5406156;-39,7412826;TEIXEIRA DE FREITAS, BA, BR
3913;RUA 5;4;45400000;VILA OPERARIA;VALENCA;BA;-13,3604329;-39,0718459;VALENCA, BA, BR
3914;RUA JOAO PATERNOSTER;220;95099260;RIO BRANCO;CAXIAS DO SUL;RS;-29,1771089;-51,1964241;CAXIAS DO SUL, RS, BR
3915;RUA SENADOR VAZ DE MELO;20;36570000;CENTRO;VICOSA;MG;-20,7535033;-42,880766;VICOSA, MG, BR
3916;AVENIDA ITALO LORANDI;166;13515970;CENTRO;CHARQUEADA;SP;-22,5136004;-47,7734026;CHARQUEADA, SP, BR
3917;RUA JOSE ALEIXO;444;69309030;LIBERDADE;BOA VISTA;RR;2,8180823;-60,7048534;BOA VISTA, RR, BR
3918;RUA DOS TIMBIRAS;3488;30140062;BARRO PRETO;BELO HORIZONTE;MG;-19,9227501;-43,955531;BELO HORIZONTE, MG, BR
3919;AVENIDA PRINCESA DO SUL;1300;37062180;JARDIM ANDERE;VARGINHA;MG;-21,5808694;-45,4418971;VARGINHA, MG, BR
3920;RUA CHARQUEADA;825;84620000;CENTRO;CRUZ MACHADO;PR;-26,0173746;-51,3498406;CRUZ MACHADO, PR, BR
3921;RUA SILVIA;95;01331010;BELA VISTA;SAO PAULO;SP;-23,5595221;-46,6505427;SAO PAULO, SP, BR
3922;RUA DIAS DA CRUZ;128;20720012;MEIER;RIO DE JANEIRO;RJ;-22,9022889;-43,2813467;RIO DE JANEIRO, RJ, BR
3923;AVENIDA TANCREDO NEVES;1485;41820021;CAMINHO DAS ARVORES;SALVADOR;BA;-12,9824858;-38,4538174;SALVADOR, BA, BR
3924;RUA MANUEL ROQUE;31;89560000;PASSO MUNICIPAL;VIDEIRA;SC;-27,009602;-51,1463314;VIDEIRA, SC, BR
3925;RUA TREZE DE MAIO;20;17014450;VILA NOEMY;BAURU;SP;-22,3308797;-49,0719792;BAURU, SP, BR
3926;RUA 5;66;65916350;VILA IPIRANGA;IMPERATRIZ;MA;-5,5530148;-47,4425705;IMPERATRIZ, MA, BR
3927;RUA RACHEL VITALINO DE BRITO;110;29160596;HELIO FERRAZ;SERRA;ES;-20,2383482;-40,271273;SERRA, ES, BR
3928;RUA ARATUBA;955;52280745;ALTO JOSE BONIFACIO;RECIFE;PE;-8,0156047;-34,916219;RECIFE, PE, BR
3929;RUA LUIZ SOARES;316;02470040;IMIRIM;SAO PAULO;SP;-23,4842823;-46,6478105;SAO PAULO, SP, BR
3930;RUA FRANCISCO DUTR DE ALMEIDA;72;59770000;CENTRO;PATU;RN;-6,1058672;-37,6417092;PATU, RN, BR
3931;RUA DOS BANCARIOS;62;06730000;JARDIM EUROPA;VARGEM GRANDE PAULISTA;SP;-23,6147519;-47,002651;VARGEM GRANDE PAULISTA, SP, BR
3932;RUA PADRE SILVESTRE;50;57160000;ZONA RURAL;MARECHAL DEODORO;AL;-9,7094856;-35,8236187;MARECHAL DEODORO, AL, BR
3933;FAZENDA TRES CORACOES;SN;14940000;DISTRITO DE CAMBARATIBA;IBITINGA;SP;-21,7567077;-48,8323618;IBITINGA, SP, BR
3934;QUADRA PARQUE PIAUI;5;64025470;PARQUE PIAUI;TERESINA;PI;-5,1452706;-42,7871128;TERESINA, PI, BR
3935;RUA MANOEL SOARES TEIXEIRA;389;64455000;CENTRO;BARRO DURO;PI;-5,8202341;-42,5101028;BARRO DURO, PI, BR
3936;SCLRN 714 BLOCO D;;70760550;ASA NORTE;BRASILIA;DF;-15,7941454;-47,8825479;BRASILIA, DF, BR
3937;AVENIDA DOM HELDER CAMARA UR;11;54230075;ZUMBI DO PACHECO;JABOATAO DOS GUARARAPES;PE;-8,13574;-34,9700217;JABOATAO DOS GUARARAPES, PE, BR
3938;QUADRA CONDE;;47300000;CENTRO;CASA NOVA;BA;-9,1697114;-40,9714285;CASA NOVA, BA, BR
