pk_location;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;latitude;longitude;municipio_uf_pais
1;ALAMEDA DAS ANDORINHAS CONDOMINIO ARUA ACAMPAR;59;04880230;RECANTO CAMPO BELO;SAO PAULO;SP;-23,5505199;-46,6333094;SAO PAULO, SP, BR
2;RUA DO CRUZEIRO;495;45604620;JOAO SOARES;ITABUNA;BA;-14,7809311;-39,2636;ITABUNA, BA, BR
3;RUA VITOR DE QUEIROZ MATOS;105;03263010;PARQUE SAO LUCAS;SAO PAULO;SP;-23,5907593;-46,5486725;SAO PAULO, SP, BR
4;RUA ANTONIO GALDINO MARCA;167;36660000;VILA CAXIAS;ALEM PARAIBA;MG;-21,8833835;-42,6985095;ALEM PARAIBA, MG, BR
5;RUA PORTAO DA PIEDADE;155;40070045;BARRIS;SALVADOR;BA;-12,9830488;-38,5136913;SALVADOR, BA, BR
6;AVENIDA CANDIDO PORTINARI;970;05114001;VILA JAGUARA;SAO PAULO;SP;-23,5072955;-46,7555407;SAO PAULO, SP, BR
7;RUA 24 DE MAIO;574;83323060;VILA TARUMA;PINHAIS;PR;-25,4387247;-49,1949172;PINHAIS, PR, BR
8;RUA DESEMBARGADOR JAIME;141;75020040;SETOR CENTRAL;ANAPOLIS;GO;-16,3273047;-48,9533426;ANAPOLIS, GO, BR
9;RUA VAIL JUSTINIANO TOLEDO;113;19700000;JARDIM MURILO MACEDO;PARAGUACU PAULISTA;SP;-22,432076;-50,5803154;PARAGUACU PAULISTA, SP, BR
10;RUA PARAENSE;SN;77930000;CENTRO;AXIXA DO TOCANTINS;TO;-5,6149591;-47,7708204;AXIXA DO TOCANTINS, TO, BR
11;AVENIDA ESTADO;623;75074590;RECANTO DO SOL;ANAPOLIS;GO;-16,2806113;-48,9319839;ANAPOLIS, GO, BR
12;RUA ANTONIO CHICALHONE;218;13290000;JARDIM LAGO AZUL SANTO ANTONIO;LOUVEIRA;SP;-23,0864185;-46,9770708;LOUVEIRA, SP, BR
13;RUA AMANARU;152;21031590;RAMOS;RIO DE JANEIRO;RJ;-22,8492135;-43,2540858;RIO DE JANEIRO, RJ, BR
14;ESTRADA VARGEM GRANDE;115;89135000;VARGEM GRANDE;APIUNA;SC;-27,0337085;-49,3872519;APIUNA, SC, BR
15;AVENIDA EXPEDITO GARCIA;104;29146200;CAMPO GRANDE;CARIACICA;ES;-20,3433882;-40,3875092;CARIACICA, ES, BR
16;RUA HARROLD LAFFIN;208;89108000;GUARANI MIRIM;MASSARANDUBA;SC;-26,6109126;-49,0091505;MASSARANDUBA, SC, BR
17;RUA BATISTA RAFFI;803;13068601;JARDIM APARECIDA;CAMPINAS;SP;-22,8525901;-47,1565107;CAMPINAS, SP, BR
18;AVENIDA DOM PEDRO II;3180;30720460;CAICARAS;BELO HORIZONTE;MG;-19,9120148;-43,9711978;BELO HORIZONTE, MG, BR
19;AVENIDA DOUTOR GASTAO VIDIGAL CEAGESP;1946;05314000;VILA LEOPOLDINA;SAO PAULO;SP;-23,5505199;-46,6333094;SAO PAULO, SP, BR
20;PRACA RAMATIS;161;31230000;PARQUE RIACHUELO;BELO HORIZONTE;MG;-19,8909944;-43,9523488;BELO HORIZONTE, MG, BR
21;RUA ANTONIO SANGOI NETO;156;97035090;JUSCELINO KUBITSCHEK;SANTA MARIA;RS;-29,6963563;-53,844565;SANTA MARIA, RS, BR
22;RUA DO COMERCIO;102;63190000;ARAPORANGA;SANTANA DO CARIRI;CE;-7,1882638;-39,7376748;SANTANA DO CARIRI, CE, BR
23;LOCALIDADE BELA VISTA DO SUL;SN;89300000;BELA VISTA SUL;MAFRA;SC;-26,1117326;-49,8065079;MAFRA, SC, BR
24;RUA JOAO SABINO ANDRADE;70A;55602005;MATRIZ;VITORIA DE SANTO ANTAO;PE;-8,1138885;-35,2915134;VITORIA DE SANTO ANTAO, PE, BR
25;RUA CASA DO ATOR;275;04546004;VILA OLIMPIA;SAO PAULO;SP;-23,6001428;-46,6763564;SAO PAULO, SP, BR
26;AVENIDA AFONSO PENA;1825;38400706;APARECIDA;UBERLANDIA;MG;-18,908382;-48,270572;UBERLANDIA, MG, BR
27;AVENIDA LUCIANINHO MELLI;42;06080010;VILA NOVA OSASCO;OSASCO;SP;-23,541913;-46,7788579;OSASCO, SP, BR
28;RUA ANGELO PETRONINI;478;15220000;CENTRO;MENDONCA;SP;-21,1900316;-49,580999;MENDONCA, SP, BR
29;RUA MAJOR ANTONIO T CARDOSO;223;97970000;CENTRO;ROQUE GONZALES;RS;-28,1322847;-55,0223579;ROQUE GONZALES, RS, BR
30;RUA PRINCESA ISABEL;238;89211595;CENTRO;JOINVILLE;SC;-26,2993337;-48,844535;JOINVILLE, SC, BR
31;ESTRADA GERAL DO MORRO AGUDO;305;94090120;ITACOLOMI;GRAVATAI;RS;-29,8744377;-50,9984135;GRAVATAI, RS, BR
32;RUA GAMA CERQUEIRA;323;01539010;CAMBUCI;SAO PAULO;SP;-23,5702953;-46,6197298;SAO PAULO, SP, BR
33;RUA POMPILHO GUIMARAES;171;36700000;FABRICA;LEOPOLDINA;MG;-21,5368229;-42,6413579;LEOPOLDINA, MG, BR
34;LOCALIDADE VILA FATIMA;SN;89638000;INTERIOR;VARGEM;SC;-27,4872075;-50,9728528;VARGEM, SC, BR
35;RUA PROFESSOR ALMEIDA COUSIN;125;29050565;ENSEADA DO SUA;VITORIA;ES;-20,3137737;-40,2941848;VITORIA, ES, BR
36;RUA MARECHAL SEREJO;133;22743380;FREGUESIA JACAREPAGUA;RIO DE JANEIRO;RJ;-22,9249284;-43,3431213;RIO DE JANEIRO, RJ, BR
37;LOCALIDADE DE LINHA PROGRESSO;SN;85892000;CENTRO;SANTA HELENA;PR;-24,8569233;-54,3334256;SANTA HELENA, PR, BR
38;RUA MIGUEL GLINKA;;24716072;JARDIM CATARINA;SAO GONCALO;RJ;-22,7853052;-43,0051048;SAO GONCALO, RJ, BR
39;VIA DE COSMORAMA A AMERICO DE CAMPOS;SN;15530000;ZONA RURAL;COSMORAMA;SP;-20,4780031;-49,7779205;COSMORAMA, SP, BR
40;RUA JOSE BONIFACIO;180;13560160;CENTRO;SAO CARLOS;SP;-22,0268377;-47,8934375;SAO CARLOS, SP, BR
41;RUA JOSE HILARIO;SN;35900202;VILA PIEDADE;ITABIRA;MG;-19,6284156;-43,220858;ITABIRA, MG, BR
42;AVENIDA BARAO DE MAUA;50;09726000;CHACARA INGLESA;SAO BERNARDO DO CAMPO;SP;-23,6911701;-46,5606889;SAO BERNARDO DO CAMPO, SP, BR
43;AVENIDA EUSEBIO MATOSO;690;05423000;PINHEIROS;SAO PAULO;SP;-23,5714458;-46,697283;SAO PAULO, SP, BR
44;RUA ANGELO VARELA;9;59507000;CENTRO;ALTO DO RODRIGUES;RN;-5,2887251;-36,7603816;ALTO DO RODRIGUES, RN, BR
45;AVENIDA SENADOR ALBERTO PASQUALINI;193;95900034;CENTRO;LAJEADO;RS;-29,4589733;-51,9673123;LAJEADO, RS, BR
46;RUA JOSE ALVES DOS SANTOS FILHO;SN;48370000;CENTRO;ESPLANADA;BA;-11,7946561;-37,9435616;ESPLANADA, BA, BR
47;RUA OLAVO BILAC;1;77890000;CENTRO;ANANAS;TO;-6,3685511;-48,0697669;ANANAS, TO, BR
48;RUA EGEO BENTO FRATICCELI;311;06550000;JARDIM BOM JESUS;PIRAPORA DO BOM JESUS;SP;-23,3969772;-46,9995522;PIRAPORA DO BOM JESUS, SP, BR
49;RUA ROXO MOREIRA;76;13083590;CIDADE UNIVERSITARIA;CAMPINAS;SP;-22,812618;-47,0761302;CAMPINAS, SP, BR
50;RUA PINHEIROS;72;09692020;PAULICEIA;SAO BERNARDO DO CAMPO;SP;-23,6698174;-46,5853564;SAO BERNARDO DO CAMPO, SP, BR
51;AVENIDA SAO PAULO;503;19840000;CENTRO;MARACAI;SP;-22,6105462;-50,6671498;MARACAI, SP, BR
52;FAZENDA SAO JOSE;SN;19804355;AGUA DO MELCHIOR;ASSIS;SP;-22,6606373;-50,404369;ASSIS, SP, BR
53;RUA A;663;31360390;CONJUNTO CONFISCO;BELO HORIZONTE;MG;-19,997465;-44,0423971;BELO HORIZONTE, MG, BR
54;RUA DOS ILHEUS;10;88010560;CENTRO;FLORIANOPOLIS;SC;-27,5969056;-48,5486711;FLORIANOPOLIS, SC, BR
55;RUA TREZE DE MAIO;200;07071050;VILA GALVAO;GUARULHOS;SP;-23,4556501;-46,5659188;GUARULHOS, SP, BR
56;SITIO MURICI;16;55000000;MURICI;CARUARU;PE;-8,2849639;-35,9701874;CARUARU, PE, BR
57;AVENIDA GETULIO VARGAS;1268;85570000;CENTRO;SAO JOAO;PR;-25,8335554;-52,7304154;SAO JOAO, PR, BR
58;RUA JAGUARI;723;90820180;SANTA TEREZA;PORTO ALEGRE;RS;-30,0875704;-51,2356869;PORTO ALEGRE, RS, BR
59;RUA JOSE NICOLINI;8;35235000;NICOLANDIA;RESPLENDOR;MG;-19,3244066;-41,2513767;RESPLENDOR, MG, BR
60;RODOVIA BR 376;3475;86975000;PARQUE INDUSTRIAL;MANDAGUARI;PR;-23,5259717;-51,6790774;MANDAGUARI, PR, BR
61;AVENIDA ADOLFO PINHEIRO;3520;04734003;SANTO AMARO;SAO PAULO;SP;-23,6317575;-46,6913253;SAO PAULO, SP, BR
62;AVENIDA F A;150;76970000;SAO FILIPE;PIMENTA BUENO;RO;-11,6821425;-61,1765191;PIMENTA BUENO, RO, BR
63;RODOVIA BR 163;SN;79440000;ZONA RURAL;JARAGUARI;MS;-20,7683924;-54,5282522;JARAGUARI, MS, BR
64;RUA SAPOPEMBA;14B;02859140;JARDIM VITORIA REGIA ZONA NORTE;SAO PAULO;SP;-23,4383937;-46,7079522;SAO PAULO, SP, BR
65;AVENIDA DA PENHA;570;29055131;PRAIA DO CANTO;VITORIA;ES;-20,3058891;-40,2963769;VITORIA, ES, BR
66;SITIO SAO JOSE;SN;18230000;BOA VISTA;SAO MIGUEL ARCANJO;SP;-23,8888022;-47,9811739;SAO MIGUEL ARCANJO, SP, BR
67;AVENIDA JOAO PEREIRA DE VARGAS;2884;93230210;NOVA SAPUCAIA;SAPUCAIA DO SUL;RS;-29,8450304;-51,1373736;SAPUCAIA DO SUL, RS, BR
68;RUA RADIALISTA M SOBRINHO;95;30001970;CEU AZUL II;BELO HORIZONTE;MG;-19,8122294;-44,0050075;BELO HORIZONTE, MG, BR
69;RUA CARDEAL STEPINAC;592;31170220;CIDADE NOVA;BELO HORIZONTE;MG;-19,8868188;-43,924144;BELO HORIZONTE, MG, BR
70;AVENIDA ITABERABA;3623;02739000;VILA MARACANA;SAO PAULO;SP;-23,4778099;-46,6820484;SAO PAULO, SP, BR
71;RUA CORONEL MUNDICO SA;222;64500000;CENTRO;OEIRAS;PI;-7,0136487;-42,1322099;OEIRAS, PI, BR
72;RUA DONA ZULMIRA;498;90830240;CAVALHADA;PORTO ALEGRE;RS;-30,0956211;-51,2272425;PORTO ALEGRE, RS, BR
73;RUA ALVARES AZEVEDO;190;04671040;VILA SOFIA;SAO PAULO;SP;-23,657769;-46,693659;SAO PAULO, SP, BR
74;RUA LUIZ VIANA;5;45265000;CENTRO;CAETANOS;BA;-14,3354678;-40,9046493;CAETANOS, BA, BR
75;RUA GUARUJA;1;14090283;JARDIM PAULISTANO;RIBEIRAO PRETO;SP;-21,1839696;-47,7938219;RIBEIRAO PRETO, SP, BR
76;AVENIDA BERNARDINO DE CAMPOS;12;13900400;CENTRO;AMPARO;SP;-22,7055965;-46,7693964;AMPARO, SP, BR
77;AVENIDA JOAO DURVAL CARNEIRO;SN;48970000;RODOVIARIO;SENHOR DO BONFIM;BA;-10,4546513;-40,1819714;SENHOR DO BONFIM, BA, BR
78;RUA SAOA PAULO;220;86935000;CENTRO;LUNARDELLI;PR;-24,0778289;-51,7418756;LUNARDELLI, PR, BR
79;RUA DOS BANDEIRANTES;125;40260120;MATATU DE BROTAS;SALVADOR;BA;-12,9726504;-38,4938111;SALVADOR, BA, BR
80;RUA QUINTINO MOREIRA;12;35774000;;PARAOPEBA;MG;-19,2760428;-44,405245;PARAOPEBA, MG, BR
81;RUA MIGUEL CALMON;63;40015010;COMERCIO;SALVADOR;BA;-12,9718268;-38,5129729;SALVADOR, BA, BR
82;RODOVIA MT 308;SN;78400000;ZONA RURAL;DIAMANTINO;MT;-14,4040989;-56,4370932;DIAMANTINO, MT, BR
83;AVENIDA PRESIDENTE KENNEDY;409;49400000;SEDE;LAGARTO;SE;-10,9122056;-37,6708401;LAGARTO, SE, BR
84;RUA ODETTE PACHECO;184;60325580;SAO GERARDO;FORTALEZA;CE;-3,7271625;-38,5550863;FORTALEZA, CE, BR
85;RUA AFONSO CELSO;561;40140080;CENTRO;SALVADOR;BA;-13,0081176;-38,527092;SALVADOR, BA, BR
86;RUA MINAS GERAIS;SN;73850000;CENTRO;CRISTALINA;GO;-16,7631914;-47,6075051;CRISTALINA, GO, BR
87;RUA DA BANDEIRA;52;62184000;CENTRO;CARIRE;CE;-3,94904;-40,4736592;CARIRE, CE, BR
88;RUA RICARDO EMILIO MICHEL;66;81250610;CIDADE INDUSTRIAL;CURITIBA;PR;-25,4876981;-49,3406071;CURITIBA, PR, BR
89;AVENIDA DAS BANDEIRAS;806;79081310;JARDIM NHANHA;CAMPO GRANDE;MS;-20,4798635;-54,6215663;CAMPO GRANDE, MS, BR
90;AVENIDA ANTONIETA PASQUARELLI PENTEADO;170;07786515;ALTOS DE JORDANESIA;CAJAMAR;SP;-23,3362278;-46,8345215;CAJAMAR, SP, BR
91;RUA JOAO CLAPP;542;14080350;CAMPOS ELISEOS;RIBEIRAO PRETO;SP;-21,1606727;-47,8024612;RIBEIRAO PRETO, SP, BR
92;RUA ANAI;33;03253040;VILA INDUSTRIAL;SAO PAULO;SP;-23,6093521;-46,5320263;SAO PAULO, SP, BR
93;PRACA DA SOLEDADE;53;55820000;CENTRO;LAGOA DO CARRO;PE;-7,844248;-35,3111011;LAGOA DO CARRO, PE, BR
94;AVENIDA VEREADOR D PASSARINHO;1013;19807155;VL PRUDENCIANA;ASSIS;SP;-22,6710153;-50,4381695;ASSIS, SP, BR
95;AVENIDA PRINCIPAL;SN;87504616;SERRA DOS DOURADOS;UMUARAMA;PR;-23,7661064;-53,3206105;UMUARAMA, PR, BR
96;RUA VITORINO BACELAR;223;89300000;CENTRO;MAFRA;SC;-26,1117326;-49,8065079;MAFRA, SC, BR
97;ESTRADA BENEDITO CESARIO DE OLIVEIRA;588;06767280;VILA IASI;TABOAO DA SERRA;SP;-23,6214512;-46,7888221;TABOAO DA SERRA, SP, BR
98;RUA 6;SN;74633400;VILA OSVALDO ROSA;GOIANIA;GO;-16,6591068;-49,278129;GOIANIA, GO, BR
99;RUA CUSTODIO NASCIMENTO;20;08380059;JARDIM ROSELI;SAO PAULO;SP;-23,5948436;-46,4432643;SAO PAULO, SP, BR
100;TRECHO PORTUGUES;39;35300068;CENTRO;CARATINGA;MG;-19,7896207;-42,1415419;CARATINGA, MG, BR
101;AVENIDA ITABERABA;5107;02739000;VILA N CACHOEIRINHA;SAO PAULO;SP;-23,474187;-46,6693958;SAO PAULO, SP, BR
102;RUA DEDI BARICHELLO MONTAGNER;SN;85660000;CENTRO NORTE;DOIS VIZINHOS;PR;-25,7464549;-53,0615734;DOIS VIZINHOS, PR, BR
103;RUA GETULIO VARGAS;SN;58770000;CENTRO;COREMAS;PB;-7,0190869;-37,9440765;COREMAS, PB, BR
104;RUA COMENDADOR ANTONIO ALVES;704;33600970;CENTRO;PEDRO LEOPOLDO;MG;-19,6213368;-44,0415215;PEDRO LEOPOLDO, MG, BR
105;RUA XV DE NOVEMBRO;51;16880000;CENTRO;VALPARAISO;SP;-21,2254231;-50,8683504;VALPARAISO, SP, BR
106;AVENIDA DA SAUDADE;32;13150000;CHACARA HORIZONTE;COSMOPOLIS;SP;-22,6482084;-47,1886192;COSMOPOLIS, SP, BR
107;RODOVIA SC 405;112;88065000;CAMPECHE;FLORIANOPOLIS;SC;-27,6619842;-48,501835;FLORIANOPOLIS, SC, BR
108;RUA DO RUSSEL;SN;74942470;JARDIM BURITI SERENO;APARECIDA DE GOIANIA;GO;-16,820257;-49,2473044;APARECIDA DE GOIANIA, GO, BR
109;RUA ALVES DE BRITO;141;88015440;CENTRO;FLORIANOPOLIS;SC;-27,5859254;-48,5471612;FLORIANOPOLIS, SC, BR
110;PRACA DOUTOR GAMA;476;16200003;CENTRO;BIRIGUI;SP;-21,28913;-50,34124;BIRIGUI, SP, BR
111;RUA ALEIXO RODRIGUES DE QUEIROZ;840;75115010;VILA INDUSTRIAL;ANAPOLIS;GO;-16,328546;-48,953403;ANAPOLIS, GO, BR
112;FAZENDA MARACUJA;SN;35500970;AREA RURAL;DIVINOPOLIS;MG;-20,1451261;-44,8916447;DIVINOPOLIS, MG, BR
113;RUA GRACIOSA FABRO;114;95055065;DIAMANTINO;CAXIAS DO SUL;RS;-29,1557242;-51,1393047;CAXIAS DO SUL, RS, BR
114;RUA PEROLINA ARAUJO;166;49890000;CENTRO;NOSSA SENHORA DE LOURDES;SE;-10,0776488;-37,0570297;NOSSA SENHORA DE LOURDES, SE, BR
115;SITIO MONTE AZUL;SN;16640000;DUAS PONTES;BALBINOS;SP;-21,8967699;-49,3623695;BALBINOS, SP, BR
116;RUA ALBINO B GABRIL;227;04727030;VILA CRUZEIRO;SAO PAULO;SP;-23,6427249;-46,7134267;SAO PAULO, SP, BR
117;RUA APOL SATHLER;86;35040060;SANTA RITA;GOVERNADOR VALADARES;MG;-18,8549317;-41,9559233;GOVERNADOR VALADARES, MG, BR
118;SITIO SAO BENEDITO;SN;19880000;AGUA DO FOGO;CANDIDO MOTA;SP;-22,7466667;-50,3880476;CANDIDO MOTA, SP, BR
119;RUA ANTONIO LOSSO;972;85055310;CONRADINHO;GUARAPUAVA;PR;-25,3695058;-51,4636864;GUARAPUAVA, PR, BR
120;RUA LONDRES;450;03731030;VILA LONDRINA;SAO PAULO;SP;-23,5107859;-46,5360225;SAO PAULO, SP, BR
121;RUA HEITOR PENTEADO;1759;05437000;SUMAREZINHO;SAO PAULO;SP;-23,5438399;-46,6943593;SAO PAULO, SP, BR
122;RUA DESEMBARGADOR MOTTA;2308;80420190;CENTRO;CURITIBA;PR;-25,435128;-49,2829662;CURITIBA, PR, BR
123;AVENIDA DO AGRICULTOR;SN;46470000;SAO FELIX;RIACHO DE SANTANA;BA;-13,6063873;-42,9400663;RIACHO DE SANTANA, BA, BR
124;PRACA GAGO COUTINHO;SN;41510045;SAO CRISTOVAO;SALVADOR;BA;-12,9141607;-38,336459;SALVADOR, BA, BR
125;RUA DOUTOR ATALIBA LEONEL;225;18740000;CENTRO;TAQUARITUBA;SP;-23,5334414;-49,2439031;TAQUARITUBA, SP, BR
126;AVENIDA DOUTOR VITAL BRASIL;1108;05503000;BUTANTA;SAO PAULO;SP;-23,5688671;-46,7147589;SAO PAULO, SP, BR
127;RUA MANUEL DE MACEDO;386;14030560;JARDIM PIRATININGA;RIBEIRAO PRETO;SP;-21,1830653;-47,8363908;RIBEIRAO PRETO, SP, BR
128;RUA DO URUGUAI;753;40454260;URUGUAI;SALVADOR;BA;-12,9299892;-38,4924987;SALVADOR, BA, BR
129;RUA CLAUDIONOR WANDERLEY;74;40301155;BOA VIAGEM;SALVADOR;BA;-12,9303016;-38,5120363;SALVADOR, BA, BR
130;AVENIDA MARECHAL HERMES;200;11700250;CANTO DO FORTE;PRAIA GRANDE;SP;-24,0126477;-46,406233;PRAIA GRANDE, SP, BR
131;RUA LUDGERO GUILHERME COSTA;111A;62790000;CENTRO;REDENCAO;CE;-4,2238817;-38,7302215;REDENCAO, CE, BR
132;RUA FRANCISCO DE ASSIS;25;85022220;BOQUEIRAO;GUARAPUAVA;PR;-25,4135668;-51,4746181;GUARAPUAVA, PR, BR
133;RUA DOM PEDRO II;1499;76804027;SAO CRISTOVAO;PORTO VELHO;RO;-8,760919;-63,8962021;PORTO VELHO, RO, BR
134;RUA MARCILIO DIAS;380;88511570;VARZEA;LAGES;SC;-27,8361769;-50,3106181;LAGES, SC, BR
135;AVENIDA MENDEL;61;35702192;JK;SETE LAGOAS;MG;-19,4204056;-44,2442282;SETE LAGOAS, MG, BR
136;RUA DO MINUANO;223;79080520;JARDIM MARCOS ROBERTO;CAMPO GRANDE;MS;-20,4855858;-54,6285346;CAMPO GRANDE, MS, BR
137;RODOVIA BA 52;900;47400000;ALFREDO HENRIQUE SAMPAIO;XIQUE XIQUE;BA;-10,8234273;-42,724969;XIQUE XIQUE, BA, BR
138;RUA INDUSTRIAL;180;26021150;POSSE;NOVA IGUACU;RJ;-22,7319933;-43,4554915;NOVA IGUACU, RJ, BR
139;RUA VICENTE FRANCO TOLENTINO;132;03982180;PARQUE SANTA MADALENA;SAO PAULO;SP;-23,6125469;-46,506455;SAO PAULO, SP, BR
140;AVENIDA ROBERT KENNEDY;3073;09860122;JARDIM BRASILANDIA;SAO BERNARDO DO CAMPO;SP;-23,7177081;-46,5732203;SAO BERNARDO DO CAMPO, SP, BR
141;PRACA VEREADOR JOSE MARQUES BORGES;78;46220000;CENTRO;RIO DO ANTONIO;BA;-14,4075968;-42,0724884;RIO DO ANTONIO, BA, BR
142;AVENIDA PRESIDENTE ARTHUR DA SILVA BERNARDES;560;80320300;SANTA QUITERIA;CURITIBA;PR;-25,4572615;-49,3034942;CURITIBA, PR, BR
143;RUA FREI EUSTAQUIO;52A;39400612;SAO JUDAS TADEU;MONTES CLAROS;MG;-16,7473624;-43,8609503;MONTES CLAROS, MG, BR
144;RUA JOAO DE SIQUEIRA AFONSO;281;08452000;LAJEADO;SAO PAULO;SP;-23,5379837;-46,3959428;SAO PAULO, SP, BR
145;RUA WILSON TRONCOSO;958;16204155;RESIDENCIAL ALVORADA;BIRIGUI;SP;-21,2915055;-50,3436312;BIRIGUI, SP, BR
146;RUA FRANCISCO VALOIS;SN;75104280;SETOR INDUSTRIAL AEROPORTO;ANAPOLIS;GO;-16,3596741;-48,9269257;ANAPOLIS, GO, BR
147;RUA PARAIBA;SN;47850000;CENTRO;LUIS EDUARDO MAGALHAES;BA;-12,079662;-45,7988017;LUIS EDUARDO MAGALHAES, BA, BR
148;RUA ALFREDO SCHURIG;67;12327005;CENTRO;JACAREI;SP;-23,305827;-45,9691692;JACAREI, SP, BR
149;RUA F;386;68515000;UNIAO;PARAUAPEBAS;PA;-6,0686758;-49,9050556;PARAUAPEBAS, PA, BR
150;ESTRADA MUNICIPAL TURIUBA A MONCOES;;15280000;PALMEIRAS;TURIUBA;SP;-20,9475914;-50,1104467;TURIUBA, SP, BR
151;RUA ALIADOS;484;14080570;CAMPOS ELISEOS;RIBEIRAO PRETO;SP;-21,1502253;-47,8020031;RIBEIRAO PRETO, SP, BR
152;RUA DEPUTADO LACERDA FRANCO;553;05418001;PINHEIROS;SAO PAULO;SP;-23,5607191;-46,6926222;SAO PAULO, SP, BR
153;RUA FRANCISCO KNABBEM;SN;88735000;TERMAS DO GRAVATAL;GRAVATAL;SC;-28,3212662;-49,0431687;GRAVATAL, SC, BR
154;SITIO SINAI;SN;19470000;CAMPINAL;PRESIDENTE EPITACIO;SP;-21,7668575;-52,1096427;PRESIDENTE EPITACIO, SP, BR
155;AVENIDA OTTO BAUMGART;500;02049000;VILA GUILHERME;SAO PAULO;SP;-23,5144575;-46,615003;SAO PAULO, SP, BR
156;RUA PC ALEXANDRITA;205;94431700;LOTEAMENTO ELDORADO;VIAMAO;RS;-30,0722165;-51,0969571;VIAMAO, RS, BR
157;PRAIA DE BOTAFOGO;501;22250040;BOTAFOGO;RIO DE JANEIRO;RJ;-22,9504707;-43,180611;RIO DE JANEIRO, RJ, BR
158;RUA MARIA FRANCISCA PEREIRA;50;17064430;PARQUE ROOSEVELT;BAURU;SP;-22,3008094;-49,0942451;BAURU, SP, BR
159;AVENIDA SAO GABRIEL;477;01435001;JARDIM PAULISTA;SAO PAULO;SP;-23,5787839;-46,6709915;SAO PAULO, SP, BR
160;RUA CORONEL LIMA ROCHA;628;57055502;PINHEIRO;MACEIO;AL;-9,6386866;-35,7414187;MACEIO, AL, BR
161;RUA JOAO PINTO DE OLIVEIRA;480;02849110;JARDIM GUARANI;SAO PAULO;SP;-23,4613552;-46,6877888;SAO PAULO, SP, BR
162;ESTRADA AMELIA B DOS SANTOS;113;88380000;MORRETES;BALNEARIO PICARRAS;SC;-26,7684656;-48,6804184;BALNEARIO PICARRAS, SC, BR
163;RUA HELIO DE OLIVEIRA;67;40265020;SANTA TERESA;SALVADOR;BA;-12,9767211;-38,4839218;SALVADOR, BA, BR
164;RUA EMILIO TEODORO SILVA;30;37418000;CENTRO;SAO THOME DAS LETRAS;MG;-21,7218513;-44,983291;SAO THOME DAS LETRAS, MG, BR
165;RUA PROFESSOR SA NUNES;24;21231030;IRAJA;RIO DE JANEIRO;RJ;-22,8305297;-43,323059;RIO DE JANEIRO, RJ, BR
166;AVENIDA PEDRO PINTO DE SOUZA;108;99700096;CENTRO;ERECHIM;RS;-27,6365829;-52,2744942;ERECHIM, RS, BR
167;ALAMEDA G;162;91220580;NOVA RESTINGA;PORTO ALEGRE;RS;-30,0928313;-51,2441011;PORTO ALEGRE, RS, BR
168;AVENIDA GERMANO HOFFMANN;199;99700036;CENTRO;ERECHIM;RS;-27,6298583;-52,2790545;ERECHIM, RS, BR
169;RUA SILVA VASCONCELLOS;362;28970000;CENTRO;ARARUAMA;RJ;-22,8636192;-42,3336313;ARARUAMA, RJ, BR
170;RUA JOAO ANTONIO OLIVEIRA;50;06900000;VALFLOR;EMBU GUACU;SP;-23,7535997;-46,8003458;EMBU GUACU, SP, BR
171;AVENIDA FEIRA DE SANTANA;150;12238000;JARDIM VALE DO SOL;SAO JOSE DOS CAMPOS;SP;-23,256287;-45,9118653;SAO JOSE DOS CAMPOS, SP, BR
172;RUA ABOLICAO;1028;13466280;VILA SANTA CATARINA;AMERICANA;SP;-22,7513369;-47,3316866;AMERICANA, SP, BR
173;RUA DOUTOR SHIGEO MORI;1390;13024500;BARAO GERALDO;CAMPINAS;SP;-22,8218421;-47,0721005;CAMPINAS, SP, BR
174;RUA CORONEL VIDAL;88;36080080;MARIANO PROCOPIO;JUIZ DE FORA;MG;-21,7466113;-43,3639082;JUIZ DE FORA, MG, BR
175;TRAVESSA LUIZ SOBRAL;1123;26216111;CENTRO;NOVA IGUACU;RJ;-22,7492042;-43,4397718;NOVA IGUACU, RJ, BR
176;LOCALIDADE CORREGO DO PRATA;SN;17800000;CORREGO DO PRATA;ADAMANTINA;SP;-21,6824831;-51,0741711;ADAMANTINA, SP, BR
177;RUA TOMAZ FONSECA;833;26262020;COMENDADOR SOARES;NOVA IGUACU;RJ;-22,7375023;-43,4849393;NOVA IGUACU, RJ, BR
178;RUA FRANCISCO SALES;116;37550000;CENTRO;POUSO ALEGRE;MG;-22,229838;-45,9386684;POUSO ALEGRE, MG, BR
179;RUA PRUDENTE DE MORAIS;901;13400315;CENTRO;PIRACICABA;SP;-22,7241818;-47,6468426;PIRACICABA, SP, BR
180;RUA SAMPAIO VIDAL;93;13070090;JARDIM CHAPADAO;CAMPINAS;SP;-22,8867261;-47,0800755;CAMPINAS, SP, BR
181;RUA DRAGOES DA INDEPENDENC;281;08210040;VILA GUSTAVO;SAO PAULO;SP;-23,4785556;-46,5967907;SAO PAULO, SP, BR
182;RUA LUIZ DE VASCONCELOS;197;09960250;VILA NOGUEIRA;DIADEMA;SP;-23,6936946;-46,5957633;DIADEMA, SP, BR
183;RUA JOAO CORDEIRO;967;03435000;VILA CARRAO;SAO PAULO;SP;-23,5544169;-46,5293767;SAO PAULO, SP, BR
